t,x_ref,y_ref,x,y,psi,delta,v,delta_dot
0.05, 3.99336, 0.199835, 0.0075, 0, 7.50156e-05, 0.025, 0.15, 0.5
0.1, 4.00083, 0.200585, 0.0225, 1.12523e-06, 0.000375266, 0.05, 0.3, 0.5
0.15, 4.01575, 0.202088, 0.045, 9.56872e-06, 0.000911307, 0.0594899, 0.45, 0.189797
0.2, 4.03814, 0.204353, 0.075, 3.69079e-05, 0.00165493, 0.0618895, 0.6, 0.0479922
0.25, 4.06798, 0.207393, 0.1125, 9.89678e-05, 0.00259364, 0.0624994, 0.75, 0.0121995
0.3, 4.10529, 0.211224, 0.1575, 0.000215682, 0.00372295, 0.0626568, 0.9, 0.0031477
0.35, 4.15005, 0.215868, 0.209999, 0.000411136, 0.00504138, 0.0627004, 1.05, 0.000870629
0.4, 4.20226, 0.221349, 0.269999, 0.000713617, 0.00654855, 0.0627164, 1.2, 0.000320013
0.45, 4.26192, 0.227698, 0.337497, 0.00115564, 0.00824441, 0.0627271, 1.35, 0.000214227
0.5, 4.32903, 0.234947, 0.412495, 0.00177396, 0.010129, 0.0627384, 1.5, 0.000226173
0.55, 4.40358, 0.243134, 0.49499, 0.0026096, 0.0122026, 0.062752, 1.65, 0.000271499
0.6, 4.48557, 0.252301, 0.584984, 0.0037078, 0.0144652, 0.0627683, 1.8, 0.000327764
0.65, 4.575, 0.262494, 0.682474, 0.00511811, 0.0169171, 0.0627878, 1.95, 0.000388387
0.7, 4.67184, 0.273763, 0.787459, 0.00689432, 0.0195587, 0.0628103, 2.1, 0.00045104
0.75, 4.77611, 0.286164, 0.899937, 0.00909453, 0.02239, 0.062836, 2.25, 0.00051441
0.8, 4.88779, 0.299754, 1.01991, 0.0117811, 0.0254115, 0.0628649, 2.4, 0.000577396
0.85, 5.00687, 0.314595, 1.14737, 0.0150207, 0.0286235, 0.0628969, 2.55, 0.00063897
0.9, 5.13334, 0.330757, 1.28231, 0.0188844, 0.0320263, 0.0629317, 2.7, 0.000697894
0.95, 5.26719, 0.348308, 1.42474, 0.0234473, 0.0356203, 0.0629694, 2.85, 0.000752404
1, 5.40842, 0.367324, 1.57464, 0.0287892, 0.0394059, 0.0630094, 3, 0.000801027
1.05, 5.557, 0.387884, 1.73202, 0.0349941, 0.0433834, 0.0630515, 3.15, 0.000842533
1.1, 5.71293, 0.410072, 1.89686, 0.0421501, 0.0475532, 0.0630954, 3.3, 0.00087653
1.15, 5.87619, 0.433974, 2.06917, 0.0503499, 0.0519157, 0.0631405, 3.45, 0.000903158
1.2, 6.04677, 0.459684, 2.24893, 0.0596905, 0.0564712, 0.0631866, 3.6, 0.000922191
1.25, 6.22464, 0.487295, 2.43613, 0.0702733, 0.06122, 0.0632332, 3.75, 0.000931898
1.3, 6.40979, 0.516907, 2.63076, 0.0822037, 0.0661625, 0.0632797, 3.9, 0.000929437
1.35, 6.60219, 0.548624, 2.83282, 0.0955918, 0.0712987, 0.0633254, 4.05, 0.000913727
1.4, 6.80183, 0.582553, 3.04229, 0.110552, 0.0766289, 0.0633698, 4.2, 0.000887744
1.45, 7.00868, 0.618805, 3.25915, 0.127202, 0.0821532, 0.0634125, 4.35, 0.000855017
1.5, 7.22271, 0.657497, 3.48339, 0.145666, 0.0878716, 0.0634533, 4.5, 0.000815273
1.55, 7.4439, 0.698748, 3.71499, 0.16607, 0.0937843, 0.0634915, 4.65, 0.000764408
1.6, 7.67221, 0.742681, 3.95394, 0.188545, 0.0998911, 0.0635266, 4.8, 0.000701201
1.65, 7.90762, 0.789421, 4.2002, 0.213227, 0.106192, 0.0635579, 4.95, 0.000626655
1.7, 8.15008, 0.839099, 4.45377, 0.240255, 0.112686, 0.0635851, 5.1, 0.000543106
1.75, 8.39957, 0.891852, 4.7146, 0.269773, 0.119374, 0.063608, 5.25, 0.000459147
1.8, 8.65603, 0.947819, 4.98268, 0.301927, 0.126255, 0.0636269, 5.4, 0.000378148
1.85, 8.91944, 1.00714, 5.25797, 0.33687, 0.133329, 0.0636409, 5.55, 0.000279842
1.9, 9.18973, 1.06995, 5.54044, 0.374756, 0.140595, 0.0636488, 5.7, 0.000157302
1.95, 9.46688, 1.13641, 5.83006, 0.415745, 0.148052, 0.0636508, 5.85, 4.09026e-05
2, 9.75082, 1.20668, 6.12677, 0.459998, 0.1557, 0.0636484, 6, -4.84073e-05
2.05, 10.0415, 1.2809, 6.43055, 0.507683, 0.163539, 0.0636433, 6.15, -0.000101721
2.1, 10.3388, 1.35925, 6.74135, 0.558968, 0.171567, 0.063634, 6.3, -0.000185709
