t,x_ref,y_ref,x,y,psi,delta,v,delta_dot
1.25, 5.62294, 3.74823, 3.13403, 0.679872, 0.549002, 0.446164, 5, -0.5
1.3, 5.8414, 3.86975, 3.35583, 0.815549, 0.595591, 0.421164, 5.2, -0.5
1.35, 6.06958, 3.99383, 3.57934, 0.967019, 0.640765, 0.396164, 5.4, -0.5
1.4, 6.30685, 4.11969, 3.8038, 1.13441, 0.684356, 0.371164, 5.6, -0.5
1.45, 6.55255, 4.24649, 4.0285, 1.31774, 0.726196, 0.346164, 5.8, -0.5
1.5, 6.80595, 4.3734, 4.25281, 1.51694, 0.766118, 0.321164, 6, -0.5
1.55, 7.06627, 4.49956, 4.4762, 1.73188, 0.803955, 0.296164, 6.2, -0.5
1.6, 7.33269, 4.62414, 4.69823, 1.96231, 0.83954, 0.271164, 6.4, -0.5
1.65, 7.6044, 4.74631, 4.91861, 2.20795, 0.872707, 0.246164, 6.6, -0.5
1.7, 7.88054, 4.86532, 5.13714, 2.46841, 0.903285, 0.221164, 6.8, -0.5
1.75, 8.16032, 4.98044, 5.35381, 2.74329, 0.931106, 0.196164, 7, -0.5
1.8, 8.44294, 5.09103, 5.56871, 3.03211, 0.955997, 0.171164, 7.2, -0.5
1.85, 8.72769, 5.19653, 5.78212, 3.33436, 0.977785, 0.146164, 7.4, -0.5
1.9, 9.01391, 5.29646, 5.99449, 3.64948, 0.996293, 0.121164, 7.6, -0.5
1.95, 9.30108, 5.39045, 6.20642, 3.97687, 1.01134, 0.0961644, 7.8, -0.5
2, 9.58879, 5.47818, 6.41871, 4.31589, 1.02275, 0.0711644, 8, -0.5
2.05, 9.87676, 5.55947, 6.63233, 4.66584, 1.03032, 0.0461644, 8.2, -0.5
2.1, 10.1649, 5.63416, 6.84844, 5.02597, 1.03388, 0.0211644, 8.4, -0.5
2.15, 10.4533, 5.70217, 7.06838, 5.39547, 1.03322, -0.00383557, 8.6, -0.5
2.2, 10.7423, 5.76347, 7.29368, 5.77341, 1.02814, -0.0288356, 8.8, -0.5
2.25, 11.0323, 5.81803, 7.52607, 6.15876, 1.01844, -0.0538356, 9, -0.5
2.3, 11.3241, 5.8658, 7.76743, 6.55035, 1.00391, -0.0788356, 9.2, -0.5
2.35, 11.6186, 5.90671, 8.01982, 6.94683, 0.984315, -0.103836, 9.4, -0.5
2.4, 11.9168, 5.94064, 8.28547, 7.34662, 0.959441, -0.128836, 9.6, -0.5
2.45, 12.2201, 5.96734, 8.56672, 7.74787, 0.929049, -0.153836, 9.8, -0.5
2.5, 12.53, 5.98646, 8.86602, 8.1484, 0.892896, -0.178836, 10, -0.5
2.55, 12.8482, 5.99747, 9.18587, 8.54563, 0.850728, -0.203836, 10.2, -0.5
2.6, 13.1762, 5.99968, 9.52877, 8.93655, 0.802281, -0.228836, 10.4, -0.5
2.65, 13.5162, 5.99216, 9.89716, 9.31759, 0.747282, -0.253836, 10.6, -0.5
2.7, 13.8698, 5.97375, 10.2933, 9.6846, 0.685442, -0.278836, 10.8, -0.5
2.75, 14.2391, 5.94304, 10.719, 10.0328, 0.616463, -0.303836, 11, -0.5
2.8, 14.626, 5.89837, 11.176, 10.3565, 0.540029, -0.328836, 11.2, -0.5
2.85, 15.0321, 5.83779, 11.6649, 10.6496, 0.45581, -0.353836, 11.4, -0.5
2.9, 15.4592, 5.75915, 12.1856, 10.9049, 0.363459, -0.378836, 11.6, -0.5
2.95, 15.9083, 5.66011, 12.7371, 11.1147, 0.262611, -0.403836, 11.8, -0.5
3, 16.3805, 5.5383, 13.3165, 11.2704, 0.15288, -0.428836, 12, -0.5
3.05, 16.876, 5.39135, 13.9194, 11.3633, 0.0338582, -0.453836, 12.2, -0.5
3.1, 17.3944, 5.21722, 14.5391, 11.3843, -0.0948864, -0.478836, 12.4, -0.5
3.15, 17.9344, 5.0144, 15.1662, 11.3246, -0.233812, -0.503836, 12.6, -0.5
3.2, 18.4933, 4.78232, 15.7888, 11.1763, -0.368752, -0.485098, 12.8, 0.37475
3.25, 19.0669, 4.52175, 16.3951, 10.942, -0.4976, -0.460098, 13, 0.5
3.3, 19.6486, 4.23567, 16.9751, 10.627, -0.620309, -0.435098, 13.2, 0.5
3.35, 20.2322, 3.92792, 17.5203, 10.2375, -0.736822, -0.410098, 13.4, 0.5
3.4, 20.8124, 3.60288, 18.0239, 9.78062, -0.847073, -0.385098, 13.6, 0.5
3.45, 21.3846, 3.2652, 18.4808, 9.26358, -0.950991, -0.360098, 13.8, 0.5
3.5, 21.9451, 2.91957, 18.8842, 8.6983, -1.04772, -0.335098, 13.8889, 0.5
3.55, 22.4862, 2.57328, 19.2311, 8.09671, -1.13673, -0.310098, 13.8889, 0.5
3.6, 23.0027, 2.23257, 19.5231, 7.46667, -1.21814, -0.285098, 13.8889, 0.5
3.65, 23.494, 1.90059, 19.763, 6.81496, -1.29207, -0.260098, 13.8889, 0.5
3.7, 23.9597, 1.5797, 19.954, 6.14732, -1.3586, -0.235098, 13.8889, 0.5
3.75, 24.4005, 1.2715, 20.1003, 5.46845, -1.41784, -0.210098, 13.8889, 0.5
3.8, 24.8171, 0.976874, 20.2061, 4.78211, -1.46985, -0.185098, 13.8889, 0.5
3.85, 25.211, 0.696069, 20.2761, 4.0912, -1.5147, -0.160098, 13.8889, 0.5
3.9, 25.5839, 0.42877, 20.315, 3.39785, -1.55246, -0.135098, 13.8889, 0.5
3.95, 25.938, 0.174198, 20.3277, 2.70352, -1.58317, -0.110098, 13.8889, 0.5
4, 26.2755, -0.0688088, 20.3192, 2.00913, -1.60686, -0.0850981, 13.8889, 0.5
4.05, 26.5992, -0.301715, 20.2941, 1.31514, -1.62358, -0.0600981, 13.8889, 0.5
4.1, 26.9117, -0.526214, 20.2575, 0.621663, -1.63333, -0.0350981, 13.8889, 0.5
4.15, 27.2162, -0.744158, 20.2141, -0.0714238, -1.63614, -0.0100981, 13.8889, 0.5
4.2, 27.5155, -0.957499, 20.1687, -0.764386, -1.632, 0.0149019, 13.8889, 0.5
4.25, 27.8129, -1.16823, 20.1263, -1.45753, -1.62091, 0.0399019, 13.8889, 0.5
4.3, 28.1116, -1.37835, 20.0915, -2.1511, -1.60285, 0.0649019, 13.8889, 0.5
4.35, 28.4146, -1.58978, 20.0692, -2.84519, -1.57781, 0.0899019, 13.8889, 0.5
4.4, 28.7253, -1.80431, 20.0643, -3.53962, -1.54576, 0.114902, 13.8889, 0.5
4.45, 29.0467, -2.0236, 20.0817, -4.23385, -1.50664, 0.139902, 13.8889, 0.5
4.5, 29.3818, -2.24906, 20.1263, -4.92686, -1.46041, 0.164902, 13.8889, 0.5
4.55, 29.7336, -2.4818, 20.2028, -5.61708, -1.40702, 0.189902, 13.8889, 0.5
4.6, 30.1047, -2.72253, 20.316, -6.30223, -1.34639, 0.214902, 13.8889, 0.5
4.65, 30.4978, -2.97158, 20.4705, -6.97926, -1.27844, 0.239902, 13.8889, 0.5
4.7, 30.9149, -3.2287, 20.6707, -7.64424, -1.20308, 0.264902, 13.8889, 0.5
4.75, 31.3582, -3.49302, 20.9203, -8.29226, -1.12022, 0.289902, 13.8889, 0.5
4.8, 31.8292, -3.76298, 21.2227, -8.9174, -1.02974, 0.314902, 13.8889, 0.5
4.85, 32.3288, -4.03628, 21.5804, -9.51265, -0.931508, 0.339902, 13.8889, 0.5
4.9, 32.8579, -4.30978, 21.9947, -10.07, -0.825394, 0.364902, 13.8889, 0.5
4.95, 33.4161, -4.57956, 22.4657, -10.5802, -0.720274, 0.361778, 13.8889, -0.0624777
5, 34.0029, -4.84093, 22.9877, -11.0383, -0.619199, 0.348978, 13.8889, -0.255997
5.05, 34.6145, -5.08783, 23.5532, -11.4413, -0.523145, 0.332921, 13.8889, -0.321135
5.1, 35.2472, -5.31439, 24.1548, -11.7883, -0.432503, 0.315418, 13.8889, -0.350073
5.15, 35.8973, -5.51531, 24.7853, -12.0794, -0.347454, 0.297115, 13.8889, -0.366056
5.2, 36.5617, -5.68594, 25.4382, -12.3158, -0.268066, 0.278375, 13.8889, -0.374808
5.25, 37.2374, -5.82242, 26.1079, -12.4998, -0.194322, 0.259492, 13.8889, -0.377647
5.3, 37.9214, -5.92162, 26.7892, -12.6339, -0.126125, 0.240748, 13.8889, -0.374887
5.35, 38.6111, -5.98126, 27.4782, -12.7212, -0.0633052, 0.22241, 13.8889, -0.366759
5.4, 39.3036, -5.99995, 28.1712, -12.7651, -0.00562874, 0.204726, 13.8889, -0.353676
5.45, 39.9961, -5.97724, 28.8657, -12.7691, 0.047192, 0.187911, 13.8889, -0.3363
5.5, 40.6859, -5.91359, 29.5593, -12.7363, 0.0954852, 0.172135, 13.8889, -0.315519
5.55, 41.3707, -5.81035, 30.2506, -12.6701, 0.139605, 0.157516, 13.8889, -0.292381
5.6, 42.0483, -5.6696, 30.9383, -12.5734, 0.179917, 0.144118, 13.8889, -0.26797
5.65, 42.7171, -5.49393, 31.6215, -12.4492, 0.216785, 0.131952, 13.8889, -0.243304
5.7, 43.376, -5.28628, 32.2997, -12.2998, 0.250559, 0.120991, 13.8889, -0.219236
5.75, 44.0243, -5.04971, 32.9725, -12.1276, 0.281567, 0.11117, 13.8889, -0.196421
5.8, 44.6618, -4.78729, 33.6396, -11.9347, 0.310113, 0.102405, 13.8889, -0.175292
5.85, 45.2886, -4.50193, 34.3009, -11.7227, 0.336469, 0.0946, 13.8889, -0.156101
5.9, 45.9053, -4.19637, 34.9564, -11.4935, 0.36088, 0.0876527, 13.8889, -0.138945
5.95, 46.5123, -3.87312, 35.6061, -11.2483, 0.383558, 0.0814624, 13.8889, -0.123807
6, 47.1106, -3.53445, 36.2501, -10.9884, 0.404691, 0.0759321, 13.8889, -0.110605
6.05, 47.7009, -3.18242, 36.8884, -10.715, 0.424439, 0.0709718, 13.8889, -0.0992056
6.1, 48.2842, -2.81888, 37.5213, -10.429, 0.442938, 0.0664988, 13.8889, -0.0894608
6.15, 48.8615, -2.44551, 38.1487, -10.1313, 0.460304, 0.0624381, 13.8889, -0.0812144
6.2, 49.4336, -2.06385, 38.7709, -9.82286, 0.476635, 0.0587221, 13.8889, -0.0743189
6.25, 50.0017, -1.67533, 39.3879, -9.50426, 0.492009, 0.0552906, 13.8889, -0.0686307
6.3, 50.5665, -1.28125, 40, -9.1762, 0.506491, 0.0520893, 13.8889, -0.0640254
6.35, 51.1292, -0.882896, 40.6072, -8.83932, 0.520133, 0.04907, 13.8889, -0.060386
6.4, 51.6905, -0.481467, 41.2098, -8.49418, 0.532972, 0.0461895, 13.8889, -0.0576112
6.45, 52.2513, -0.0781636, 41.808, -8.14134, 0.545038, 0.0434087, 13.8889, -0.0556154
6.5, 52.8126, 0.325817, 42.4018, -7.7813, 0.556348, 0.0406925, 13.8889, -0.0543234
6.55, 53.3752, 0.729256, 42.9915, -7.41458, 0.566911, 0.038009, 13.8889, -0.0536717
6.6, 53.94, 1.13089, 43.5773, -7.04164, 0.576728, 0.0353285, 13.8889, -0.0536086
6.65, 54.5077, 1.52939, 44.1594, -6.66297, 0.585794, 0.032624, 13.8889, -0.0540904
6.7, 55.0792, 1.92335, 44.7381, -6.27904, 0.594093, 0.0298696, 13.8889, -0.0550874
6.75, 55.6551, 2.31124, 45.3136, -5.89032, 0.601607, 0.0270411, 13.8889, -0.0565709
6.8, 56.2363, 2.69142, 45.8861, -5.49728, 0.608307, 0.0241151, 13.8889, -0.05852
6.85, 56.8231, 3.06209, 46.456, -5.10042, 0.61416, 0.0210686, 13.8889, -0.0609295
6.9, 57.4163, 3.42129, 47.0235, -4.70024, 0.619127, 0.0178791, 13.8889, -0.0637897
6.95, 58.0161, 3.76688, 47.589, -4.29723, 0.623162, 0.0145245, 13.8889, -0.0670928
7, 58.6226, 4.09654, 48.153, -3.89195, 0.626212, 0.0109827, 13.8889, -0.0708363
7.05, 59.2359, 4.40779, 48.7156, -3.48495, 0.628222, 0.00723244, 13.8889, -0.0750047
7.1, 59.8555, 4.69801, 49.2775, -3.07682, 0.629125, 0.00325332, 13.8889, -0.0795825
7.15, 60.4807, 4.96451, 49.839, -2.66818, 0.628855, -0.000973608, 13.8889, -0.0845385
7.2, 61.1101, 5.20463, 50.4006, -2.2597, 0.627337, -0.00546412, 13.8889, -0.0898102
7.25, 61.7422, 5.41588, 50.9628, -1.85207, 0.624495, -0.0102301, 13.8889, -0.0953206
7.3, 62.3747, 5.59609, 51.5262, -1.44603, 0.620251, -0.0152785, 13.8889, -0.100966
7.35, 63.005, 5.74363, 52.0913, -1.04239, 0.614525, -0.0206087, 13.8889, -0.106605
7.4, 63.6302, 5.85753, 52.6586, -0.641998, 0.607242, -0.0262133, 13.8889, -0.112092
7.45, 64.2473, 5.93764, 53.2289, -0.245745, 0.598329, -0.0320768, 13.8889, -0.11727
7.5, 64.8535, 5.98465, 53.8027, 0.14541, 0.587719, -0.0381769, 13.8889, -0.122001
7.55, 65.4465, 6, 54.3807, 0.530454, 0.575354, -0.0444859, 13.8889, -0.12618
7.6, 66.0243, 5.98575, 54.9633, 0.908324, 0.561182, -0.050973, 13.8889, -0.129743
7.65, 66.586, 5.94432, 55.5512, 1.2779, 0.545163, -0.0576068, 13.8889, -0.132676
7.7, 67.1311, 5.8783, 56.145, 1.63801, 0.527261, -0.0643565, 13.8889, -0.134993
7.75, 67.6601, 5.79019, 56.7452, 1.98743, 0.507452, -0.0711934, 13.8889, -0.136738
7.8, 68.1738, 5.6823, 57.3521, 2.3249, 0.485716, -0.0780906, 13.8889, -0.137944
7.85, 68.6736, 5.55662, 57.9662, 2.64909, 0.462041, -0.0850223, 13.8889, -0.138635
7.9, 69.161, 5.41478, 58.5878, 2.95866, 0.436424, -0.0919628, 13.8889, -0.138808
7.95, 69.638, 5.25807, 59.2172, 3.2522, 0.408866, -0.0988834, 13.8889, -0.138413
8, 70.1063, 5.08744, 59.8544, 3.52829, 0.379381, -0.105751, 13.8889, -0.137361
8.05, 70.5678, 4.90354, 60.4995, 3.78548, 0.347991, -0.112527, 13.8889, -0.13551
8.1, 71.0245, 4.7068, 61.1523, 4.02229, 0.314733, -0.119161, 13.8889, -0.132687
8.15, 71.4781, 4.49741, 61.8126, 4.23726, 0.279661, -0.125596, 13.8889, -0.128685
8.2, 71.9301, 4.27545, 62.4801, 4.42895, 0.242848, -0.131758, 13.8889, -0.123251
8.25, 72.3822, 4.04089, 63.1541, 4.59594, 0.204392, -0.137566, 13.8889, -0.116153
8.3, 72.8358, 3.79363, 63.8341, 4.73689, 0.164419, -0.142924, 13.8889, -0.107159
8.35, 73.2921, 3.53356, 64.5192, 4.85056, 0.123082, -0.147727, 13.8889, -0.096072
8.4, 73.7522, 3.26059, 65.2084, 4.93582, 0.0805699, -0.151866, 13.8889, -0.0827681
8.45, 74.217, 2.9747, 65.9006, 4.99171, 0.0371018, -0.155226, 13.8889, -0.0672135
8.5, 74.6874, 2.67597, 66.5946, 5.01747, -0.00707073, -0.157701, 13.8889, -0.0494855
8.55, 75.1641, 2.36457, 67.289, 5.01256, -0.0516676, -0.15919, 13.8889, -0.0297933
8.6, 75.6476, 2.04086, 67.9825, 4.97669, -0.0963852, -0.159614, 13.8889, -0.00847141
8.65, 76.1382, 1.70533, 68.6737, 4.90986, -0.140903, -0.158912, 13.8889, 0.014038
8.7, 76.6363, 1.35868, 69.3613, 4.81234, -0.184891, -0.157052, 13.8889, 0.0371981
8.75, 77.1419, 1.00178, 70.0439, 4.68467, -0.228018, -0.15403, 13.8889, 0.0604358
8.8, 77.6553, 0.635687, 70.7204, 4.52769, -0.269964, -0.149871, 13.8889, 0.0831845
8.85, 78.1763, 0.261638, 71.3897, 4.34249, -0.31042, -0.144626, 13.8889, 0.104899
8.9, 78.7051, -0.118964, 72.0509, 4.13036, -0.349103, -0.13837, 13.8889, 0.125128
8.95, 79.2414, -0.504566, 72.7035, 3.89282, -0.385757, -0.131194, 13.8889, 0.143518
9, 79.7854, -0.893474, 73.3469, 3.63153, -0.420154, -0.123202, 13.8889, 0.15984
9.05, 80.3369, -1.28387, 73.9809, 3.34827, -0.4521, -0.114503, 13.8889, 0.173985
9.1, 80.8959, -1.67384, 74.6056, 3.0449, -0.481432, -0.105205, 13.8889, 0.185952
9.15, 81.4624, -2.06135, 75.2211, 2.72333, -0.508016, -0.0954128, 13.8889, 0.195844
9.2, 82.0363, -2.44428, 75.8279, 2.38553, -0.531746, -0.0852203, 13.8889, 0.203849
9.25, 82.6179, -2.82041, 76.4264, 2.03342, -0.552537, -0.07471, 13.8889, 0.210208
9.3, 83.2069, -3.1874, 77.0175, 1.66894, -0.570325, -0.06395, 13.8889, 0.215199
9.35, 83.8035, -3.54283, 77.6021, 1.294, -0.58506, -0.0529946, 13.8889, 0.219108
9.4, 84.4075, -3.88419, 78.181, 0.910497, -0.596701, -0.0418824, 13.8889, 0.222244
9.45, 85.0187, -4.20883, 78.7554, 0.520277, -0.605214, -0.0306387, 13.8889, 0.224875
9.5, 85.6366, -4.51407, 79.3265, 0.125181, -0.610569, -0.0192753, 13.8889, 0.227267
9.55, 86.2607, -4.79716, 79.8955, -0.272967, -0.612734, -0.00779504, 13.8889, 0.229606
9.6, 86.89, -5.05539, 80.4636, -0.672346, -0.611677, 0.00380706, 13.8889, 0.232042
9.65, 87.5234, -5.28615, 81.0322, -1.07112, -0.60736, 0.0155401, 13.8889, 0.234662
9.7, 88.1591, -5.4871, 81.6024, -1.46745, -0.599744, 0.0274106, 13.8889, 0.237409
9.75, 88.7953, -5.65625, 82.1757, -1.85941, -0.588787, 0.0394217, 13.8889, 0.240222
9.8, 89.4298, -5.79213, 82.7532, -2.24507, -0.574451, 0.0515655, 13.8889, 0.242876
9.85, 90.0604, -5.89392, 83.3361, -2.62242, -0.556699, 0.0638211, 13.8889, 0.245111
9.9, 90.6849, -5.96147, 83.9257, -2.98935, -0.535505, 0.0761516, 13.8889, 0.246609
9.95, 91.3014, -5.99534, 84.523, -3.34371, -0.510857, 0.0885009, 13.8889, 0.246987
10, 91.9084, -5.99665, 85.1287, -3.68324, -0.482763, 0.100796, 13.8889, 0.245904
10.05, 92.5051, -5.96694, 85.7438, -4.00562, -0.451255, 0.112946, 13.8889, 0.243
10.1, 93.0912, -5.90798, 86.3688, -4.30846, -0.416394, 0.124843, 13.8889, 0.237946
10.15, 93.667, -5.82159, 87.0039, -4.58934, -0.378279, 0.136363, 13.8889, 0.230392
10.2, 94.2335, -5.70951, 87.6492, -4.84582, -0.337046, 0.147362, 13.8889, 0.219984
10.25, 94.7918, -5.57324, 88.3046, -5.07547, -0.292879, 0.157683, 13.8889, 0.206424
10.3, 95.3433, -5.41405, 88.9695, -5.27596, -0.246011, 0.167152, 13.8889, 0.189368
10.35, 95.8897, -5.23299, 89.643, -5.44509, -0.196731, 0.175579, 13.8889, 0.168546
10.4, 96.4323, -5.03088, 90.324, -5.58082, -0.145388, 0.182771, 13.8889, 0.143845
10.45, 96.9728, -4.80843, 91.0112, -5.68143, -0.0923883, 0.188534, 13.8889, 0.115253
10.5, 97.5122, -4.56622, 91.7026, -5.7455, -0.0381916, 0.192688, 13.8889, 0.083072
10.55, 98.0516, -4.30489, 92.3966, -5.77202, 0.0166948, 0.195078, 13.8889, 0.047808
10.6, 98.5918, -4.02508, 93.0909, -5.76042, 0.0717297, 0.195593, 13.8889, 0.0102984
10.65, 99.1335, -3.72758, 93.7836, -5.71065, 0.126355, 0.194172, 13.8889, -0.0284211
10.7, 99.6769, -3.4133, 94.4725, -5.62314, 0.180012, 0.190816, 13.8889, -0.0671213
10.75, 100.222, -3.08333, 95.1557, -5.49881, 0.232165, 0.185591, 13.8889, -0.104504
10.8, 100.769, -2.73891, 95.8315, -5.33903, 0.282317, 0.178622, 13.8889, -0.139365
10.85, 101.319, -2.38143, 96.4985, -5.14557, 0.330025, 0.17009, 13.8889, -0.17064
10.9, 101.869, -2.01241, 97.1554, -4.92052, 0.374913, 0.160213, 13.8889, -0.197538
10.95, 102.422, -1.63347, 97.8017, -4.66622, 0.416678, 0.149235, 13.8889, -0.219563
11, 102.976, -1.24625, 98.4367, -4.38516, 0.45509, 0.137411, 13.8889, -0.236483
11.05, 103.532, -0.852448, 99.0604, -4.07992, 0.489991, 0.12499, 13.8889, -0.248423
11.1, 104.089, -0.453754, 99.6732, -3.7531, 0.521291, 0.112206, 13.8889, -0.255685
11.15, 104.648, -0.0518378, 100.275, -3.40727, 0.548956, 0.0992664, 13.8889, -0.258785
11.2, 105.208, 0.351657, 100.868, -3.04491, 0.573002, 0.086349, 13.8889, -0.25835
11.25, 105.771, 0.755116, 101.451, -2.66841, 0.593482, 0.073596, 13.8889, -0.255058
11.3, 106.337, 1.15694, 102.027, -2.28005, 0.61048, 0.0611152, 13.8889, -0.249616
11.35, 106.905, 1.55555, 102.596, -1.88195, 0.624096, 0.0489805, 13.8889, -0.242695
11.4, 107.477, 1.94933, 103.16, -1.47614, 0.634443, 0.037233, 13.8889, -0.234949
11.45, 108.053, 2.33666, 103.719, -1.06452, 0.641636, 0.0258862, 13.8889, -0.226938
11.5, 108.634, 2.71583, 104.275, -0.648892, 0.645782, 0.0149271, 13.8889, -0.219181
11.55, 109.22, 3.08508, 104.83, -0.230959, 0.646983, 0.0043228, 13.8889, -0.212086
11.6, 109.812, 3.44252, 105.384, 0.187639, 0.645322, -0.00598004, 13.8889, -0.206057
11.65, 110.41, 3.78614, 105.939, 0.605317, 0.640864, -0.0160483, 13.8889, -0.201366
11.7, 111.015, 4.1138, 106.495, 1.02052, 0.633651, -0.0259599, 13.8889, -0.198231
11.75, 111.627, 4.42319, 107.055, 1.43169, 0.623702, -0.0358006, 13.8889, -0.196813
11.8, 112.246, 4.7119, 107.619, 1.83728, 0.611011, -0.045658, 13.8889, -0.197148
11.85, 112.872, 4.97738, 108.187, 2.23568, 0.595545, -0.055619, 13.8889, -0.19922
11.9, 113.505, 5.21709, 108.762, 2.62523, 0.577252, -0.0657603, 13.8889, -0.202826
11.95, 114.143, 5.42848, 109.344, 3.00421, 0.556059, -0.0761452, 13.8889, -0.207699
12, 114.785, 5.6092, 109.934, 3.37077, 0.531883, -0.0868148, 13.8889, -0.213391
12.05, 115.431, 5.7572, 110.533, 3.72296, 0.504636, -0.0977774, 13.8889, -0.219252
12.1, 116.078, 5.87084, 111.141, 4.05871, 0.474236, -0.109007, 13.8889, -0.224589
12.15, 116.723, 5.94909, 111.758, 4.37584, 0.440621, -0.120429, 13.8889, -0.228445
12.2, 117.367, 5.99152, 112.386, 4.67202, 0.403761, -0.131924, 13.8889, -0.229897
12.25, 118.006, 5.99835, 113.025, 4.94485, 0.363675, -0.143323, 13.8889, -0.227977
12.3, 118.639, 5.97033, 113.674, 5.19187, 0.320438, -0.154413, 13.8889, -0.221812
12.35, 119.266, 5.90868, 114.333, 5.41061, 0.274199, -0.164946, 13.8889, -0.210647
12.4, 119.885, 5.81486, 115.002, 5.59865, 0.225188, -0.174644, 13.8889, -0.193958
12.45, 120.498, 5.69047, 115.679, 5.75371, 0.173716, -0.183219, 13.8889, -0.171518
12.5, 121.104, 5.53714, 116.363, 5.87374, 0.120184, -0.190384, 13.8889, -0.143285
12.55, 121.705, 5.35642, 117.052, 5.957, 0.0650693, -0.195868, 13.8889, -0.109683
12.6, 122.3, 5.14981, 117.745, 6.00216, 0.00892351, -0.199438, 13.8889, -0.0714022
12.65, 122.891, 4.91878, 118.439, 6.00836, -0.0476492, -0.200914, 13.8889, -0.0295202
12.7, 123.478, 4.66475, 119.133, 5.97528, -0.104011, -0.200185, 13.8889, 0.0145809
12.75, 124.062, 4.38918, 119.824, 5.90318, -0.159517, -0.197224, 13.8889, 0.0592277
12.8, 124.643, 4.0936, 120.509, 5.79287, -0.21354, -0.192086, 13.8889, 0.102746
12.85, 125.221, 3.77956, 121.188, 5.64571, -0.265499, -0.184916, 13.8889, 0.143402
12.9, 125.797, 3.44874, 121.858, 5.46349, -0.31488, -0.17593, 13.8889, 0.179716
12.95, 126.37, 3.10286, 122.518, 5.24842, -0.361248, -0.165402, 13.8889, 0.210571
13, 126.942, 2.74369, 123.168, 5.00297, -0.404266, -0.153644, 13.8889, 0.235163
13.05, 127.511, 2.37298, 123.807, 4.72982, -0.44369, -0.140986, 13.8889, 0.253149
13.1, 128.079, 1.9925, 124.434, 4.43171, -0.479371, -0.127751, 13.8889, 0.264712
13.15, 128.645, 1.60396, 125.05, 4.11142, -0.511243, -0.114238, 13.8889, 0.270249
13.2, 129.209, 1.20902, 125.656, 3.77165, -0.539314, -0.100714, 13.8889, 0.27048
13.25, 129.772, 0.809278, 126.251, 3.41502, -0.563653, -0.0873982, 13.8889, 0.266321
13.3, 130.335, 0.406244, 126.838, 3.044, -0.584376, -0.0744627, 13.8889, 0.25871
13.35, 130.898, 0.00139529, 127.418, 2.66089, -0.601628, -0.0620292, 13.8889, 0.24867
13.4, 131.461, -0.403852, 127.99, 2.26784, -0.615577, -0.0501734, 13.8889, 0.237116
13.45, 132.025, -0.808105, 128.557, 1.86685, -0.626396, -0.0389282, 13.8889, 0.224904
13.5, 132.592, -1.20998, 129.12, 1.45974, -0.634256, -0.0282893, 13.8889, 0.212779
13.55, 133.161, -1.60807, 129.679, 1.04823, -0.639318, -0.0182222, 13.8889, 0.201343
13.6, 133.733, -2.00095, 130.236, 0.633892, -0.641725, -0.00866525, 13.8889, 0.191138
