x,y
837.5,-43.1717
838,-43.4217
838.5,-43.6675
839,-43.9088
839.5,-44.1458
840,-44.3784
840.5,-44.6065
841,-44.8301
841.5,-45.0493
842,-45.264
842.5,-45.4741
843,-45.6797
843.5,-45.8807
844,-46.0772
844.5,-46.269
845,-46.4562
845.5,-46.6388
846,-46.8167
846.5,-46.9899
847,-47.1584
847.5,-47.3222
848,-47.4812
848.5,-47.6356
849,-47.7851
849.5,-47.9299
850,-48.0699
850.5,-48.2051
851,-48.3354
851.5,-48.4609
852,-48.5816
852.5,-48.6974
853,-48.8084
853.5,-48.9144
854,-49.0156
854.5,-49.1119
855,-49.2033
855.5,-49.2897
856,-49.3712
856.5,-49.4478
857,-49.5194
857.5,-49.5861
858,-49.6478
858.5,-49.7046
859,-49.7564
859.5,-49.8032
860,-49.845
860.5,-49.8818
861,-49.9137
861.5,-49.9406
862,-49.9624
862.5,-49.9793
863,-49.9912
863.5,-49.9981
864,-50
864.5,-49.9968
865,-49.9887
865.5,-49.9756
866,-49.9575
866.5,-49.9344
867,-49.9063
867.5,-49.8732
868,-49.8351
868.5,-49.792
869,-49.744
869.5,-49.691
870,-49.633
870.5,-49.57
871,-49.5021
871.5,-49.4292
872,-49.3514
872.5,-49.2687
873,-49.181
873.5,-49.0885
874,-48.991
874.5,-48.8886
875,-48.7813
875.5,-48.6691
876,-48.5521
876.5,-48.4302
877,-48.3035
877.5,-48.172
878,-48.0356
878.5,-47.8944
879,-47.7485
879.5,-47.5977
880,-47.4422
880.5,-47.282
881,-47.117
881.5,-46.9473
882,-46.773
882.5,-46.5939
883,-46.4102
883.5,-46.2218
884,-46.0289
884.5,-45.8313
885,-45.6291
885.5,-45.4224
886,-45.2111
886.5,-44.9953
887,-44.7751
887.5,-44.5503
888,-44.3211
888.5,-44.0874
889,-43.8494
889.5,-43.6069
890,-43.3601
890.5,-43.109
891,-42.8535
891.5,-42.5938
892,-42.3298
892.5,-42.0615
893,-41.7891
893.5,-41.5125
894,-41.2317
894.5,-40.9468
895,-40.6579
895.5,-40.3648
896,-40.0677
896.5,-39.7666
897,-39.4616
897.5,-39.1525
898,-38.8396
898.5,-38.5228
899,-38.2021
899.5,-37.8776
900,-37.5494
900.5,-37.2173
901,-36.8816
901.5,-36.5421
902,-36.199
902.5,-35.8523
903,-35.502
903.5,-35.1482
904,-34.7908
904.5,-34.43
905,-34.0657
905.5,-33.698
906,-33.3269
906.5,-32.9525
907,-32.5748
907.5,-32.1939
908,-31.8097
908.5,-31.4224
909,-31.0319
909.5,-30.6383
910,-30.2416
910.5,-29.842
911,-29.4393
911.5,-29.0337
912,-28.6252
912.5,-28.2138
913,-27.7996
913.5,-27.3826
914,-26.9629
914.5,-26.5405
915,-26.1154
915.5,-25.6878
916,-25.2575
916.5,-24.8247
917,-24.3895
917.5,-23.9518
918,-23.5117
918.5,-23.0693
919,-22.6245
919.5,-22.1775
920,-21.7283
920.5,-21.2769
921,-20.8234
921.5,-20.3677
922,-19.9101
922.5,-19.4505
923,-18.9889
923.5,-18.5254
924,-18.0601
924.5,-17.5929
925,-17.124
925.5,-16.6534
926,-16.1811
926.5,-15.7072
927,-15.2318
927.5,-14.7548
928,-14.2763
928.5,-13.7964
929,-13.3152
929.5,-12.8326
930,-12.3487
930.5,-11.8636
931,-11.3773
931.5,-10.8898
932,-10.4013
932.5,-9.9117
933,-9.42114
933.5,-8.92963
934,-8.43723
934.5,-7.94399
935,-7.44995
935.5,-6.95517
936,-6.45969
936.5,-5.96357
937,-5.46684
937.5,-4.96958
938,-4.47181
938.5,-3.9736
939,-3.47499
939.5,-2.97604
940,-2.47678
940.5,-1.97728
941,-1.47758
941.5,-0.977734
942,-0.477789
942.5,0.0222039
943,0.522194
943.5,1.02213
944,1.52197
944.5,2.02165
945,2.52113
945.5,3.02036
946,3.51929
946.5,4.01787
947,4.51604
947.5,5.01376
948,5.51098
948.5,6.00765
949,6.50372
949.5,6.99914
950,7.49386
950.5,7.98783
951,8.481
951.5,8.97332
952,9.46475
952.5,9.95523
953,10.4447
953.5,10.9331
954,11.4205
954.5,11.9067
955,12.3917
955.5,12.8755
956,13.358
956.5,13.8391
957,14.3189
957.5,14.7972
958,15.2741
958.5,15.7494
959,16.2232
959.5,16.6953
960,17.1657
960.5,17.6345
961,18.1015
961.5,18.5666
962,19.03
962.5,19.4914
963,19.9508
963.5,20.4083
964,20.8637
964.5,21.3171
965,21.7683
965.5,22.2173
966,22.6641
966.5,23.1087
967,23.5509
967.5,23.9908
968,24.4282
968.5,24.8633
969,25.2958
969.5,25.7258
970,26.1533
970.5,26.5781
971,27.0003
971.5,27.4198
972,27.8365
972.5,28.2504
973,28.6616
973.5,29.0698
974,29.4752
974.5,29.8776
975,30.277
975.5,30.6734
976,31.0667
976.5,31.4569
977,31.844
977.5,32.2279
978,32.6085
978.5,32.9859
979,33.36
979.5,33.7308
980,34.0982
980.5,34.4622
981,34.8227
981.5,35.1798
982,35.5333
982.5,35.8833
983,36.2297
983.5,36.5724
984,36.9115
984.5,37.247
985,37.5787
985.5,37.9066
986,38.2308
986.5,38.5511
987,38.8676
987.5,39.1801
988,39.4888
988.5,39.7935
989,40.0943
989.5,40.391
990,40.6837
990.5,40.9723
991,41.2568
991.5,41.5372
992,41.8135
992.5,42.0855
993,42.3534
993.5,42.617
994,42.8764
994.5,43.1314
995,43.3822
995.5,43.6286
996,43.8707
996.5,44.1084
997,44.3416
997.5,44.5704
998,44.7948
998.5,45.0147
999,45.2301
999.5,45.4409
1000,45.6473
