t,x,y,psi,delta,v,delta_dot
275.2, 1002.08, 46.6239, -560.454, -0.80206, 10, -0.33324
275.25, 1002.24, 46.1493, -560.661, -0.802165, 10, -0.335336
275.3, 1002.29, 45.6525, -560.868, -0.802224, 10, -0.336527
275.35, 1002.25, 45.1547, -561.074, -0.802236, 10, -0.336753
275.4, 1002.1, 44.6771, -561.281, -0.802199, 10, -0.336011
275.45, 1001.86, 44.24, -561.488, -0.802116, 10, -0.33435
275.5, 1001.53, 43.862, -561.695, -0.801992, 10, -0.331872
275.55, 1001.13, 43.5594, -561.902, -0.801834, 10, -0.328715
275.6, 1000.68, 43.3448, -562.108, -0.80165, 10, -0.325044
275.65, 1000.19, 43.2274, -562.315, -0.80145, 10, -0.321038
275.7, 999.694, 43.2122, -562.521, -0.801242, 10, -0.31688
275.75, 999.201, 43.2998, -562.727, -0.801035, 10, -0.312744
275.8, 998.737, 43.4864, -562.934, -0.800838, 10, -0.30879
275.85, 998.322, 43.764, -563.14, -0.800656, 10, -0.30516
275.9, 997.971, 44.1209, -563.346, -0.800497, 10, -0.301974
275.95, 997.702, 44.5419, -563.552, -0.800365, 10, -0.299332
276, 997.524, 45.0092, -563.758, -0.800264, 10, -0.297312
276.05, 997.445, 45.503, -563.964, -0.800197, 10, -0.295974
276.1, 997.469, 46.0024, -564.17, -0.800166, 10, -0.295356
276.15, 997.595, 46.4863, -564.376, -0.800172, 10, -0.295477
276.2, 997.817, 46.9343, -564.582, -0.800215, 10, -0.296337
276.25, 998.126, 47.3273, -564.788, -0.800294, 10, -0.297916
276.3, 998.509, 47.6488, -564.994, -0.800407, 10, -0.300172
276.35, 998.95, 47.8852, -565.201, -0.80055, 10, -0.303041
276.4, 999.43, 48.0263, -565.407, -0.80072, 10, -0.306432
276.45, 999.928, 48.0662, -565.613, -0.80091, 10, -0.310233
276.5, 1000.42, 48.0032, -565.819, -0.801113, 10, -0.314302
276.55, 1000.9, 47.8399, -566.026, -0.801322, 10, -0.318479
276.6, 1001.33, 47.5831, -566.232, -0.801527, 10, -0.322584
276.65, 1001.69, 47.2438, -566.439, -0.80172, 10, -0.32643
276.7, 1001.98, 46.8364, -566.646, -0.80189, 10, -0.329831
276.75, 1002.18, 46.3782, -566.853, -0.802029, 10, -0.332613
276.8, 1002.28, 45.8887, -567.059, -0.80213, 10, -0.334633
276.85, 1002.28, 45.3887, -567.266, -0.802187, 10, -0.335784
276.9, 1002.18, 44.8995, -567.473, -0.802199, 10, -0.336009
276.95, 1001.98, 44.4421, -567.68, -0.802163, 10, -0.335303
277, 1001.69, 44.0358, -567.887, -0.802084, 10, -0.333714
277.05, 1001.32, 43.6981, -568.093, -0.801965, 10, -0.331336
277.1, 1000.89, 43.4432, -568.3, -0.801813, 10, -0.328303
277.15, 1000.41, 43.2821, -568.507, -0.801637, 10, -0.324771
277.2, 999.918, 43.2214, -568.713, -0.801444, 10, -0.320912
277.25, 999.42, 43.2638, -568.92, -0.801243, 10, -0.316902
277.3, 998.941, 43.4075, -569.126, -0.801044, 10, -0.312908
277.35, 998.502, 43.6462, -569.332, -0.800852, 10, -0.309086
277.4, 998.121, 43.9698, -569.538, -0.800677, 10, -0.305572
277.45, 997.814, 44.3647, -569.745, -0.800522, 10, -0.302487
277.5, 997.594, 44.8139, -569.951, -0.800394, 10, -0.299926
277.55, 997.471, 45.2986, -570.157, -0.800296, 10, -0.297967
277.6, 997.45, 45.7981, -570.363, -0.800232, 10, -0.296667
277.65, 997.532, 46.2914, -570.569, -0.800201, 10, -0.296064
277.7, 997.712, 46.7576, -570.775, -0.800207, 10, -0.296179
277.75, 997.985, 47.177, -570.981, -0.800249, 10, -0.297009
277.8, 998.337, 47.5319, -571.187, -0.800325, 10, -0.298535
277.85, 998.754, 47.8071, -571.393, -0.800434, 10, -0.300717
277.9, 999.219, 47.9911, -571.599, -0.800573, 10, -0.30349
277.95, 999.712, 48.076, -571.805, -0.800737, 10, -0.306767
278, 1000.21, 48.0583, -572.012, -0.80092, 10, -0.310437
278.05, 1000.7, 47.9385, -572.218, -0.801116, 10, -0.314364
278.1, 1001.15, 47.7218, -572.425, -0.801318, 10, -0.318392
278.15, 1001.54, 47.4173, -572.631, -0.801516, 10, -0.322348
278.2, 1001.87, 47.038, -572.838, -0.801701, 10, -0.326054
278.25, 1002.11, 46.5999, -573.044, -0.801865, 10, -0.329329
278.3, 1002.26, 46.1217, -573.251, -0.801999, 10, -0.332009
278.35, 1002.3, 45.6237, -573.458, -0.802096, 10, -0.333956
278.4, 1002.24, 45.1271, -573.665, -0.802152, 10, -0.335068
278.45, 1002.08, 44.6532, -573.872, -0.802163, 10, -0.335291
278.5, 1001.83, 44.222, -574.078, -0.802129, 10, -0.334619
278.55, 1001.49, 43.852, -574.285, -0.802053, 10, -0.333098
278.6, 1001.09, 43.559, -574.492, -0.801939, 10, -0.330817
278.65, 1000.63, 43.3553, -574.699, -0.801793, 10, -0.327903
278.7, 1000.14, 43.2497, -574.905, -0.801623, 10, -0.324504
278.75, 999.644, 43.2466, -575.112, -0.801438, 10, -0.320787
278.8, 999.154, 43.3461, -575.318, -0.801244, 10, -0.316919
278.85, 998.695, 43.5439, -575.525, -0.801051, 10, -0.313062
278.9, 998.286, 43.8316, -575.731, -0.800867, 10, -0.309368
278.95, 997.944, 44.1969, -575.937, -0.800697, 10, -0.305968
279, 997.685, 44.6244, -576.143, -0.800547, 10, -0.30298
279.05, 997.519, 45.096, -576.349, -0.800423, 10, -0.300498
279.1, 997.453, 45.5916, -576.555, -0.800328, 10, -0.298597
279.15, 997.489, 46.0902, -576.761, -0.800265, 10, -0.297335
279.2, 997.627, 46.5709, -576.967, -0.800236, 10, -0.296749
279.25, 997.86, 47.0132, -577.173, -0.800241, 10, -0.296856
279.3, 998.179, 47.3984, -577.379, -0.800281, 10, -0.297658
279.35, 998.57, 47.7103, -577.586, -0.800355, 10, -0.299133
279.4, 999.016, 47.9356, -577.792, -0.80046, 10, -0.301243
279.45, 999.499, 48.0648, -577.998, -0.800594, 10, -0.303923
279.5, 999.998, 48.0924, -578.204, -0.800753, 10, -0.307089
279.55, 1000.49, 48.0172, -578.41, -0.80093, 10, -0.310633
279.6, 1000.96, 47.8423, -578.617, -0.801119, 10, -0.314422
279.65, 1001.38, 47.5751, -578.823, -0.801313, 10, -0.318306
279.7, 1001.74, 47.2269, -579.03, -0.801504, 10, -0.32212
279.75, 1002.02, 46.8126, -579.236, -0.801683, 10, -0.325689
279.8, 1002.21, 46.3496, -579.443, -0.80184, 10, -0.328844
279.85, 1002.3, 45.8578, -579.65, -0.801969, 10, -0.331426
279.9, 1002.29, 45.358, -579.857, -0.802063, 10, -0.333303
279.95, 1002.17, 44.8714, -580.063, -0.802117, 10, -0.334378
280, 1001.96, 44.419, -580.27, -0.802128, 10, -0.334598
280.05, 1001.66, 44.0199, -580.477, -0.802096, 10, -0.333959
280.1, 1001.28, 43.6911, -580.684, -0.802023, 10, -0.332503
280.15, 1000.85, 43.4466, -580.891, -0.801914, 10, -0.330315
280.2, 1000.37, 43.2969, -581.097, -0.801774, 10, -0.327514
280.25, 999.871, 43.2482, -581.304, -0.80161, 10, -0.324244
280.3, 999.374, 43.3027, -581.51, -0.801431, 10, -0.320663
280.35, 998.899, 43.4579, -581.717, -0.801245, 10, -0.316932
280.4, 998.465, 43.7073, -581.923, -0.801059, 10, -0.313208
280.45, 998.092, 44.0401, -582.129, -0.80088, 10, -0.309637
280.5, 997.795, 44.4424, -582.336, -0.800716, 10, -0.306348
280.55, 997.587, 44.8969, -582.542, -0.800571, 10, -0.303455
280.6, 997.476, 45.3844, -582.748, -0.800451, 10, -0.301049
280.65, 997.467, 45.8844, -582.954, -0.800358, 10, -0.299206
280.7, 997.561, 46.3755, -583.16, -0.800297, 10, -0.29798
280.75, 997.753, 46.8371, -583.366, -0.800269, 10, -0.297409
280.8, 998.036, 47.2496, -583.572, -0.800274, 10, -0.29751
280.85, 998.397, 47.5955, -583.778, -0.800312, 10, -0.298284
280.9, 998.821, 47.8603, -583.984, -0.800384, 10, -0.29971
280.95, 999.29, 48.0327, -584.19, -0.800486, 10, -0.301749
281, 999.785, 48.1054, -584.397, -0.800615, 10, -0.30434
281.05, 1000.28, 48.0752, -584.603, -0.800768, 10, -0.307399
281.1, 1000.77, 47.9435, -584.809, -0.800939, 10, -0.31082
281.15, 1001.21, 47.7158, -585.015, -0.801122, 10, -0.314476
281.2, 1001.6, 47.4017, -585.222, -0.801309, 10, -0.318223
281.25, 1001.92, 47.0145, -585.429, -0.801493, 10, -0.321898
281.3, 1002.15, 46.5707, -585.635, -0.801665, 10, -0.325338
281.35, 1002.28, 46.089, -585.842, -0.801817, 10, -0.328376
281.4, 1002.31, 45.5901, -586.049, -0.801941, 10, -0.330864
281.45, 1002.24, 45.0951, -586.255, -0.802032, 10, -0.332673
281.5, 1002.07, 44.6251, -586.462, -0.802084, 10, -0.333712
281.55, 1001.81, 44.2002, -586.669, -0.802095, 10, -0.333931
281.6, 1001.46, 43.8384, -586.876, -0.802064, 10, -0.333323
281.65, 1001.05, 43.5552, -587.082, -0.801995, 10, -0.331928
281.7, 1000.59, 43.3626, -587.289, -0.80189, 10, -0.329828
281.75, 1000.1, 43.2688, -587.496, -0.801755, 10, -0.327136
281.8, 999.6, 43.2778, -587.702, -0.801598, 10, -0.323989
281.85, 999.112, 43.3891, -587.909, -0.801425, 10, -0.320539
281.9, 998.658, 43.598, -588.115, -0.801245, 10, -0.316941
281.95, 998.256, 43.8956, -588.322, -0.801065, 10, -0.313346
282, 997.924, 44.2692, -588.528, -0.800893, 10, -0.309894
282.05, 997.675, 44.7029, -588.734, -0.800734, 10, -0.306713
282.1, 997.521, 45.1784, -588.94, -0.800594, 10, -0.303911
282.15, 997.467, 45.6755, -589.147, -0.800477, 10, -0.30158
282.2, 997.515, 46.1731, -589.353, -0.800388, 10, -0.299793
282.25, 997.665, 46.6502, -589.559, -0.800328, 10, -0.298603
282.3, 997.909, 47.0865, -589.765, -0.8003, 10, -0.298047
282.35, 998.237, 47.4637, -589.971, -0.800305, 10, -0.298142
282.4, 998.636, 47.7658, -590.177, -0.800343, 10, -0.298889
282.45, 999.088, 47.9799, -590.383, -0.800412, 10, -0.300267
282.5, 999.574, 48.0971, -590.589, -0.80051, 10, -0.302238
282.55, 1000.07, 48.1123, -590.795, -0.800635, 10, -0.304741
282.6, 1000.57, 48.0248, -591.002, -0.800783, 10, -0.307696
282.65, 1001.03, 47.8384, -591.208, -0.800948, 10, -0.310999
282.7, 1001.45, 47.5608, -591.414, -0.801125, 10, -0.314528
282.75, 1001.8, 47.204, -591.621, -0.801305, 10, -0.318141
282.8, 1002.07, 46.7829, -591.827, -0.801482, 10, -0.321684
282.85, 1002.24, 46.3155, -592.034, -0.801648, 10, -0.324998
282.9, 1002.32, 45.8216, -592.24, -0.801794, 10, -0.327925
282.95, 1002.3, 45.3222, -592.447, -0.801914, 10, -0.330321
283, 1002.17, 44.8386, -592.654, -0.802001, 10, -0.332066
283.05, 1001.95, 44.3915, -592.861, -0.802052, 10, -0.333071
283.1, 1001.63, 43.9997, -593.068, -0.802062, 10, -0.333286
283.15, 1001.25, 43.6801, -593.274, -0.802034, 10, -0.332708
283.2, 1000.81, 43.4462, -593.481, -0.801967, 10, -0.331372
283.25, 1000.33, 43.3081, -593.688, -0.801866, 10, -0.329357
283.3, 999.829, 43.2715, -593.894, -0.801737, 10, -0.326769
283.35, 999.333, 43.3379, -594.101, -0.801585, 10, -0.323741
283.4, 998.862, 43.5047, -594.307, -0.801419, 10, -0.320417
283.45, 998.435, 43.7645, -594.514, -0.801246, 10, -0.316947
283.5, 998.07, 44.1064, -594.72, -0.801072, 10, -0.313476
283.55, 997.783, 44.5158, -594.927, -0.800905, 10, -0.31014
283.6, 997.586, 44.9753, -595.133, -0.800751, 10, -0.307063
283.65, 997.487, 45.4654, -595.339, -0.800616, 10, -0.30435
283.7, 997.49, 45.9654, -595.545, -0.800503, 10, -0.302092
283.75, 997.596, 46.454, -595.751, -0.800416, 10, -0.300359
283.8, 997.8, 46.9107, -595.957, -0.800358, 10, -0.299204
283.85, 998.093, 47.316, -596.163, -0.800331, 10, -0.298662
283.9, 998.462, 47.6529, -596.369, -0.800336, 10, -0.298752
283.95, 998.893, 47.907, -596.576, -0.800372, 10, -0.299472
284, 999.366, 48.0677, -596.782, -0.800438, 10, -0.300804
284.05, 999.862, 48.128, -596.988, -0.800534, 10, -0.302709
284.1, 1000.36, 48.0855, -597.194, -0.800655, 10, -0.305128
284.15, 1000.84, 47.9418, -597.4, -0.800797, 10, -0.307982
284.2, 1001.28, 47.7032, -597.607, -0.800957, 10, -0.311171
284.25, 1001.66, 47.3796, -597.813, -0.801127, 10, -0.314576
284.3, 1001.97, 46.9847, -598.019, -0.801301, 10, -0.31806
284.35, 1002.19, 46.5353, -598.226, -0.801472, 10, -0.321476
284.4, 1002.31, 46.0506, -598.433, -0.801632, 10, -0.324669
284.45, 1002.33, 45.551, -598.639, -0.801773, 10, -0.327489
284.5, 1002.25, 45.0578, -598.846, -0.801888, 10, -0.329798
284.55, 1002.06, 44.5921, -599.053, -0.801972, 10, -0.331481
284.6, 1001.79, 44.1737, -599.259, -0.802021, 10, -0.332452
284.65, 1001.44, 43.8204, -599.466, -0.802031, 10, -0.332665
284.7, 1001.02, 43.5472, -599.673, -0.802004, 10, -0.332114
284.75, 1000.55, 43.3658, -599.88, -0.80194, 10, -0.330835
284.8, 1000.06, 43.2839, -600.086, -0.801843, 10, -0.3289
284.85, 999.56, 43.305, -600.293, -0.801719, 10, -0.326413
284.9, 999.075, 43.4281, -600.5, -0.801573, 10, -0.323499
284.95, 998.626, 43.648, -600.706, -0.801413, 10, -0.320297
285, 998.231, 43.9553, -600.913, -0.801246, 10, -0.31695
285.05, 997.908, 44.3369, -601.119, -0.801078, 10, -0.313598
285.1, 997.67, 44.7766, -601.325, -0.800917, 10, -0.310375
285.15, 997.528, 45.2558, -601.531, -0.800768, 10, -0.307398
285.2, 997.486, 45.7541, -601.738, -0.800637, 10, -0.304773
285.25, 997.547, 46.2503, -601.944, -0.800527, 10, -0.302585
285.3, 997.708, 46.7235, -602.15, -0.800443, 10, -0.300905
285.35, 997.963, 47.1537, -602.356, -0.800387, 10, -0.299784
285.4, 998.301, 47.5226, -602.562, -0.800361, 10, -0.299257
285.45, 998.707, 47.8146, -602.768, -0.800365, 10, -0.299341
285.5, 999.164, 48.0174, -602.974, -0.8004, 10, -0.300036
285.55, 999.653, 48.1224, -603.18, -0.800464, 10, -0.301322
285.6, 1000.15, 48.1251, -603.387, -0.800556, 10, -0.303163
285.65, 1000.64, 48.0255, -603.593, -0.800673, 10, -0.305501
285.7, 1001.1, 47.8276, -603.799, -0.800811, 10, -0.308257
285.75, 1001.51, 47.5398, -604.005, -0.800965, 10, -0.311336
285.8, 1001.85, 47.1744, -604.212, -0.801129, 10, -0.314622
285.85, 1002.11, 46.7468, -604.418, -0.801297, 10, -0.317982
285.9, 1002.28, 46.2752, -604.625, -0.801462, 10, -0.321275
285.95, 1002.34, 45.7795, -604.831, -0.801616, 10, -0.324352
286, 1002.31, 45.2809, -605.038, -0.801752, 10, -0.327069
286.05, 1002.17, 44.8006, -605.245, -0.801863, 10, -0.329294
286.1, 1001.93, 44.359, -605.451, -0.801944, 10, -0.330917
286.15, 1001.61, 43.9749, -605.658, -0.801991, 10, -0.331855
286.2, 1001.22, 43.6647, -605.865, -0.802001, 10, -0.332066
286.25, 1000.77, 43.4415, -606.072, -0.801975, 10, -0.331541
286.3, 1000.29, 43.315, -606.278, -0.801914, 10, -0.330316
286.35, 999.789, 43.2905, -606.485, -0.801821, 10, -0.328459
286.4, 999.296, 43.369, -606.692, -0.801702, 10, -0.326068
286.45, 998.828, 43.5471, -606.898, -0.801561, 10, -0.323263
286.5, 998.408, 43.8173, -607.105, -0.801407, 10, -0.320178
286.55, 998.051, 44.168, -607.311, -0.801246, 10, -0.316949
286.6, 997.774, 44.5843, -607.518, -0.801084, 10, -0.313714
286.65, 997.589, 45.0485, -607.724, -0.800928, 10, -0.310599
286.7, 997.502, 45.5409, -607.93, -0.800784, 10, -0.307721
286.75, 997.518, 46.0407, -608.136, -0.800657, 10, -0.305179
286.8, 997.636, 46.5266, -608.342, -0.800551, 10, -0.30306
286.85, 997.851, 46.978, -608.549, -0.80047, 10, -0.301431
286.9, 998.153, 47.3759, -608.755, -0.800415, 10, -0.300343
286.95, 998.531, 47.7035, -608.961, -0.80039, 10, -0.29983
287, 998.968, 47.9468, -609.167, -0.800394, 10, -0.299909
287.05, 999.445, 48.0956, -609.373, -0.800427, 10, -0.30058
287.1, 999.943, 48.1435, -609.579, -0.800489, 10, -0.301823
287.15, 1000.44, 48.0886, -609.785, -0.800578, 10, -0.303601
287.2, 1000.92, 47.9331, -609.991, -0.800691, 10, -0.30586
287.25, 1001.35, 47.6836, -610.198, -0.800824, 10, -0.308522
287.3, 1001.72, 47.3506, -610.404, -0.800973, 10, -0.311495
287.35, 1002.02, 46.9483, -610.61, -0.801131, 10, -0.314665
287.4, 1002.23, 46.4936, -610.817, -0.801293, 10, -0.317906
287.45, 1002.34, 46.006, -611.023, -0.801452, 10, -0.32108
287.5, 1002.35, 45.5061, -611.23, -0.8016, 10, -0.324045
287.55, 1002.25, 45.0151, -611.437, -0.801731, 10, -0.326663
287.6, 1002.06, 44.554, -611.643, -0.801839, 10, -0.328808
287.65, 1001.77, 44.1423, -611.85, -0.801917, 10, -0.330373
287.7, 1001.41, 43.7977, -612.057, -0.801962, 10, -0.33128
287.75, 1000.99, 43.5347, -612.264, -0.801973, 10, -0.331487
287.8, 1000.52, 43.3647, -612.47, -0.801948, 10, -0.330988
287.85, 1000.02, 43.2948, -612.677, -0.801889, 10, -0.329814
287.9, 999.522, 43.328, -612.884, -0.8018, 10, -0.328031
287.95, 999.04, 43.4628, -613.09, -0.801685, 10, -0.325732
288, 998.597, 43.6936, -613.297, -0.80155, 10, -0.323033
288.05, 998.21, 44.0104, -613.503, -0.801401, 10, -0.32006
288.1, 997.896, 44.3998, -613.71, -0.801246, 10, -0.316947
288.15, 997.669, 44.8452, -613.916, -0.801089, 10, -0.313823
288.2, 997.538, 45.3278, -614.122, -0.800939, 10, -0.310814
288.25, 997.509, 45.8269, -614.329, -0.8008, 10, -0.30803
288.3, 997.582, 46.3215, -614.535, -0.800677, 10, -0.30557
288.35, 997.755, 46.7905, -614.741, -0.800574, 10, -0.303518
288.4, 998.021, 47.2142, -614.947, -0.800495, 10, -0.301939
288.45, 998.367, 47.5746, -615.153, -0.800442, 10, -0.300883
288.5, 998.78, 47.8564, -615.359, -0.800417, 10, -0.300384
288.55, 999.242, 48.0478, -615.566, -0.800421, 10, -0.300458
288.6, 999.734, 48.1406, -615.772, -0.800453, 10, -0.301105
288.65, 1000.23, 48.1308, -615.978, -0.800513, 10, -0.302305
288.7, 1000.72, 48.0189, -616.184, -0.800599, 10, -0.304024
288.75, 1001.17, 47.8097, -616.39, -0.800708, 10, -0.306205
288.8, 1001.58, 47.5118, -616.596, -0.800837, 10, -0.308777
288.85, 1001.91, 47.1381, -616.803, -0.80098, 10, -0.311646
288.9, 1002.16, 46.7042, -617.009, -0.801133, 10, -0.314705
288.95, 1002.31, 46.2286, -617.216, -0.80129, 10, -0.317831
289, 1002.37, 45.7315, -617.422, -0.801443, 10, -0.320891
289.05, 1002.32, 45.234, -617.629, -0.801586, 10, -0.323749
289.1, 1002.16, 44.7572, -617.835, -0.801712, 10, -0.326272
289.15, 1001.92, 44.3214, -618.042, -0.801815, 10, -0.328339
289.2, 1001.59, 43.9452, -618.249, -0.801891, 10, -0.329848
289.25, 1001.19, 43.6446, -618.456, -0.801934, 10, -0.330726
289.3, 1000.74, 43.4324, -618.662, -0.801945, 10, -0.33093
289.35, 1000.25, 43.3177, -618.869, -0.801921, 10, -0.330454
289.4, 999.752, 43.3053, -619.076, -0.801865, 10, -0.32933
289.45, 999.26, 43.3958, -619.282, -0.801779, 10, -0.327617
289.5, 998.797, 43.5852, -619.489, -0.801669, 10, -0.325407
289.55, 998.383, 43.8656, -619.696, -0.801539, 10, -0.322809
289.6, 998.035, 44.2248, -619.902, -0.801395, 10, -0.319945
289.65, 997.769, 44.6478, -620.108, -0.801245, 10, -0.316942
289.7, 997.594, 45.1164, -620.315, -0.801095, 10, -0.313927
289.75, 997.52, 45.6108, -620.521, -0.800949, 10, -0.311019
289.8, 997.548, 46.11, -620.727, -0.800815, 10, -0.308327
289.85, 997.678, 46.5929, -620.934, -0.800696, 10, -0.305947
289.9, 997.904, 47.0388, -621.14, -0.800596, 10, -0.303959
289.95, 998.217, 47.4291, -621.346, -0.80052, 10, -0.302429
290, 998.602, 47.7472, -621.552, -0.800468, 10, -0.301404
290.05, 999.045, 47.9795, -621.758, -0.800444, 10, -0.300919
290.1, 999.526, 48.1163, -621.964, -0.800448, 10, -0.300988
290.15, 1000.02, 48.1518, -622.17, -0.800479, 10, -0.301611
290.2, 1000.52, 48.0845, -622.377, -0.800537, 10, -0.302771
290.25, 1000.99, 47.9172, -622.583, -0.80062, 10, -0.304431
290.3, 1001.42, 47.6569, -622.789, -0.800725, 10, -0.306538
290.35, 1001.78, 47.3148, -622.995, -0.800849, 10, -0.309022
290.4, 1002.07, 46.9052, -623.202, -0.800988, 10, -0.311792
290.45, 1002.27, 46.4456, -623.408, -0.801135, 10, -0.314743
290.5, 1002.37, 45.9554, -623.614, -0.801286, 10, -0.317758
290.55, 1002.36, 45.4554, -623.821, -0.801434, 10, -0.320708
290.6, 1002.25, 44.9669, -624.028, -0.801571, 10, -0.323463
290.65, 1002.05, 44.5106, -624.234, -0.801693, 10, -0.325895
290.7, 1001.76, 44.106, -624.441, -0.801793, 10, -0.327887
290.75, 1001.39, 43.7703, -624.648, -0.801865, 10, -0.329343
290.8, 1000.95, 43.5178, -624.854, -0.801908, 10, -0.330191
290.85, 1000.48, 43.3592, -625.061, -0.801918, 10, -0.330392
290.9, 999.983, 43.3014, -625.268, -0.801895, 10, -0.329939
290.95, 999.485, 43.3467, -625.474, -0.801841, 10, -0.328861
291, 999.007, 43.4932, -625.681, -0.801759, 10, -0.327217
291.05, 998.569, 43.7347, -625.888, -0.801653, 10, -0.325092
291.1, 998.19, 44.0609, -626.094, -0.801528, 10, -0.322591
291.15, 997.886, 44.4579, -626.301, -0.80139, 10, -0.319831
291.2, 997.67, 44.9087, -626.507, -0.801245, 10, -0.316935
291.25, 997.551, 45.3943, -626.714, -0.801099, 10, -0.314024
291.3, 997.534, 45.894, -626.92, -0.800959, 10, -0.311215
291.35, 997.62, 46.3866, -627.126, -0.800829, 10, -0.308612
291.4, 997.804, 46.8513, -627.332, -0.800714, 10, -0.306309
291.45, 998.08, 47.2682, -627.539, -0.800617, 10, -0.304384
291.5, 998.436, 47.6199, -627.745, -0.800543, 10, -0.302901
291.55, 998.856, 47.8913, -627.951, -0.800494, 10, -0.301907
291.6, 999.322, 48.0711, -628.157, -0.80047, 10, -0.301435
291.65, 999.816, 48.1516, -628.363, -0.800473, 10, -0.3015
291.7, 1000.32, 48.1293, -628.569, -0.800503, 10, -0.3021
291.75, 1000.8, 48.0053, -628.775, -0.800559, 10, -0.30322
291.8, 1001.25, 47.7848, -628.982, -0.800639, 10, -0.304824
291.85, 1001.64, 47.477, -629.188, -0.800741, 10, -0.306859
291.9, 1001.97, 47.0951, -629.394, -0.800861, 10, -0.309258
291.95, 1002.2, 46.6552, -629.6, -0.800995, 10, -0.311931
292, 1002.35, 46.1759, -629.807, -0.801137, 10, -0.314779
292.05, 1002.39, 45.6776, -630.013, -0.801283, 10, -0.317687
292.1, 1002.32, 45.1815, -630.22, -0.801425, 10, -0.320532
292.15, 1002.16, 44.7085, -630.426, -0.801558, 10, -0.323187
292.2, 1001.91, 44.2789, -630.633, -0.801675, 10, -0.32553
292.25, 1001.57, 43.9109, -630.84, -0.801771, 10, -0.327451
292.3, 1001.16, 43.6201, -631.046, -0.801841, 10, -0.328855
292.35, 1000.7, 43.4191, -631.253, -0.801882, 10, -0.329675
292.4, 1000.21, 43.3162, -631.46, -0.801892, 10, -0.329873
292.45, 999.714, 43.316, -631.666, -0.80187, 10, -0.329442
292.5, 999.225, 43.4184, -631.873, -0.801819, 10, -0.328409
292.55, 998.767, 43.6191, -632.08, -0.80174, 10, -0.32683
292.6, 998.36, 43.9094, -632.286, -0.801637, 10, -0.324786
292.65, 998.021, 44.2771, -632.493, -0.801517, 10, -0.322379
292.7, 997.765, 44.7065, -632.699, -0.801384, 10, -0.319719
292.75, 997.602, 45.1792, -632.906, -0.801244, 10, -0.316926
292.8, 997.54, 45.6753, -633.112, -0.801104, 10, -0.314117
292.85, 997.58, 46.1737, -633.319, -0.800968, 10, -0.311402
292.9, 997.722, 46.6531, -633.525, -0.800842, 10, -0.308886
292.95, 997.959, 47.0934, -633.731, -0.800731, 10, -0.306657
293, 998.281, 47.4758, -633.937, -0.800638, 10, -0.304794
293.05, 998.675, 47.7841, -634.143, -0.800566, 10, -0.303356
293.1, 999.123, 48.0053, -634.35, -0.800518, 10, -0.302393
293.15, 999.607, 48.1301, -634.556, -0.800495, 10, -0.301933
293.2, 1000.11, 48.1531, -634.762, -0.800498, 10, -0.301993
293.25, 1000.6, 48.0734, -634.968, -0.800527, 10, -0.302573
293.3, 1001.07, 47.8944, -635.174, -0.800581, 10, -0.303654
293.35, 1001.49, 47.6236, -635.38, -0.800658, 10, -0.305203
293.4, 1001.84, 47.2724, -635.587, -0.800757, 10, -0.307169
293.45, 1002.12, 46.8559, -635.793, -0.800872, 10, -0.309484
293.5, 1002.31, 46.3915, -635.999, -0.801001, 10, -0.312066
293.55, 1002.39, 45.899, -636.206, -0.801139, 10, -0.314814
293.6, 1002.38, 45.3992, -636.412, -0.801279, 10, -0.317618
293.65, 1002.26, 44.9135, -636.619, -0.801416, 10, -0.320361
293.7, 1002.04, 44.4624, -636.825, -0.801544, 10, -0.32292
293.75, 1001.74, 44.0652, -637.032, -0.801657, 10, -0.325179
293.8, 1001.36, 43.7386, -637.238, -0.80175, 10, -0.32703
293.85, 1000.92, 43.4968, -637.445, -0.801817, 10, -0.328385
293.9, 1000.44, 43.3498, -637.652, -0.801857, 10, -0.329178
293.95, 999.945, 43.3041, -637.858, -0.801867, 10, -0.329372
294, 999.448, 43.3615, -638.065, -0.801846, 10, -0.328962
294.05, 998.974, 43.5197, -638.272, -0.801797, 10, -0.327971
294.1, 998.542, 43.7718, -638.478, -0.801721, 10, -0.326455
294.15, 998.171, 44.1071, -638.685, -0.801623, 10, -0.32449
294.2, 997.877, 44.5114, -638.892, -0.801507, 10, -0.322172
294.25, 997.672, 44.9674, -639.098, -0.801379, 10, -0.319609
294.3, 997.565, 45.4558, -639.305, -0.801244, 10, -0.316916
294.35, 997.56, 45.9558, -639.511, -0.801108, 10, -0.314204
294.4, 997.658, 46.4461, -639.717, -0.800977, 10, -0.311582
294.45, 997.854, 46.906, -639.924, -0.800856, 10, -0.309149
294.5, 998.14, 47.316, -640.13, -0.800748, 10, -0.306993
294.55, 998.504, 47.6587, -640.336, -0.800658, 10, -0.305188
294.6, 998.931, 47.9196, -640.542, -0.800588, 10, -0.303796
294.65, 999.402, 48.0877, -640.748, -0.800541, 10, -0.302861
294.7, 999.897, 48.1558, -640.954, -0.800519, 10, -0.302414
294.75, 1000.4, 48.1211, -641.161, -0.800522, 10, -0.30247
294.8, 1000.88, 47.985, -641.367, -0.80055, 10, -0.303028
294.85, 1001.32, 47.7533, -641.573, -0.800602, 10, -0.304072
294.9, 1001.71, 47.4358, -641.779, -0.800677, 10, -0.305568
294.95, 1002.02, 47.046, -641.985, -0.800772, 10, -0.307467
