t,x,y,psi,delta,v,delta_dot
62.25, 499.889, 29.474, -0.214737, -0.202128, 0, -1.08143e-11
62.3, 499.889, 29.474, -0.214737, -0.202128, 0, -9.73288e-12
62.35, 499.889, 29.474, -0.214737, -0.202128, 0, -8.7596e-12
62.4, 499.889, 29.474, -0.214737, -0.202128, 0, -7.88364e-12
62.45, 499.889, 29.474, -0.214737, -0.202128, 0, -7.09527e-12
62.5, 499.889, 29.474, -0.214737, -0.202128, 0, -6.38573e-12
62.55, 499.889, 29.474, -0.214737, -0.202128, 0, -5.74712e-12
62.6, 499.889, 29.474, -0.214737, -0.202128, 0, -5.17242e-12
62.65, 499.889, 29.474, -0.214737, -0.202128, 0, -4.65517e-12
62.7, 499.889, 29.474, -0.214737, -0.202128, 0, -4.18965e-12
62.75, 499.889, 29.474, -0.214737, -0.202128, 0, -3.77071e-12
62.8, 499.889, 29.474, -0.214737, -0.202128, 0, -3.39362e-12
62.85, 499.889, 29.474, -0.214737, -0.202128, 0, -3.05428e-12
62.9, 499.889, 29.474, -0.214737, -0.202128, 0, -2.74886e-12
62.95, 499.889, 29.474, -0.214737, -0.202128, 0, -2.47397e-12
63, 499.889, 29.474, -0.214737, -0.202128, 0, -2.22655e-12
63.05, 499.889, 29.474, -0.214737, -0.202128, 0, -2.0039e-12
63.1, 499.889, 29.474, -0.214737, -0.202128, 0, -1.8035e-12
63.15, 499.889, 29.474, -0.214737, -0.202128, 0, -1.62315e-12
63.2, 499.889, 29.474, -0.214737, -0.202128, 0, -1.46083e-12
63.25, 499.889, 29.474, -0.214737, -0.202128, 0, -1.31473e-12
63.3, 499.889, 29.474, -0.214737, -0.202128, 0, -1.18328e-12
63.35, 499.889, 29.474, -0.214737, -0.202128, 0, -1.06493e-12
63.4, 499.889, 29.474, -0.214737, -0.202128, 0, -9.58456e-13
63.45, 499.889, 29.474, -0.214737, -0.202128, 0, -8.62588e-13
63.5, 499.889, 29.474, -0.214737, -0.202128, 0, -7.76323e-13
63.55, 499.889, 29.474, -0.214737, -0.202128, 0, -6.98719e-13
63.6, 499.889, 29.474, -0.214737, -0.202128, 0, -6.2883e-13
63.65, 499.889, 29.474, -0.214737, -0.202128, 0, -5.65936e-13
63.7, 499.889, 29.474, -0.214737, -0.202128, 0, -5.09315e-13
63.75, 499.889, 29.474, -0.214737, -0.202128, 0, -4.58356e-13
63.8, 499.889, 29.474, -0.214737, -0.202128, 0, -4.12503e-13
63.85, 499.889, 29.474, -0.214737, -0.202128, 0, -3.71259e-13
63.9, 499.889, 29.474, -0.214737, -0.202128, 0, -3.34122e-13
63.95, 499.889, 29.474, -0.214737, -0.202128, 0, -3.00704e-13
64, 499.889, 29.474, -0.214737, -0.202128, 0, -2.70617e-13
64.05, 499.889, 29.474, -0.214737, -0.202128, 0, -2.43527e-13
64.1, 499.889, 29.474, -0.214737, -0.202128, 0, -2.19158e-13
64.15, 499.889, 29.474, -0.214737, -0.202128, 0, -1.97231e-13
64.2, 499.889, 29.474, -0.214737, -0.202128, 0, -1.77525e-13
64.25, 499.889, 29.474, -0.214737, -0.202128, 0, -1.59761e-13
64.3, 499.889, 29.474, -0.214737, -0.202128, 0, -1.43774e-13
64.35, 499.889, 29.474, -0.214737, -0.202128, 0, -1.29396e-13
64.4, 499.889, 29.474, -0.214737, -0.202128, 0, -1.16462e-13
64.45, 499.889, 29.474, -0.214737, -0.202128, 0, -1.04805e-13
64.5, 499.889, 29.474, -0.214737, -0.202128, 0, -9.43134e-14
64.55, 499.889, 29.474, -0.214737, -0.202128, 0, -8.48766e-14
64.6, 499.889, 29.474, -0.214737, -0.202128, 0, -7.63833e-14
64.65, 499.889, 29.474, -0.214737, -0.202128, 0, -6.87228e-14
64.7, 499.889, 29.474, -0.214737, -0.202128, 0, -6.18394e-14
64.75, 499.889, 29.474, -0.214737, -0.202128, 0, -5.56777e-14
64.8, 499.889, 29.474, -0.214737, -0.202128, 0, -5.01266e-14
64.85, 499.889, 29.474, -0.214737, -0.202128, 0, -4.51306e-14
64.9, 499.889, 29.474, -0.214737, -0.202128, 0, -4.06342e-14
64.95, 499.889, 29.474, -0.214737, -0.202128, 0, -3.65818e-14
65, 499.889, 29.474, -0.214737, -0.202128, 0, -3.29181e-14
65.05, 499.889, 29.474, -0.214737, -0.202128, 0, -2.9643e-14
65.1, 499.889, 29.474, -0.214737, -0.202128, 0, -2.67009e-14
65.15, 499.889, 29.474, -0.214737, -0.202128, 0, -2.40363e-14
65.2, 499.889, 29.474, -0.214737, -0.202128, 0, -2.16493e-14
65.25, 499.889, 29.474, -0.214737, -0.202128, 0, -1.94844e-14
65.3, 499.889, 29.474, -0.214737, -0.202128, 0, -1.75415e-14
65.35, 499.889, 29.474, -0.214737, -0.202128, 0, -1.57652e-14
65.4, 499.889, 29.474, -0.214737, -0.202128, 0, -1.42109e-14
65.45, 499.889, 29.474, -0.214737, -0.202128, 0, -1.27676e-14
65.5, 499.889, 29.474, -0.214737, -0.202128, 0, -1.14908e-14
65.55, 499.889, 29.474, -0.214737, -0.202128, 0, -1.03251e-14
65.6, 499.889, 29.474, -0.214737, -0.202128, 0, -9.27036e-15
65.65, 499.889, 29.474, -0.214737, -0.202128, 0, -8.32667e-15
65.7, 499.889, 29.474, -0.214737, -0.202128, 0, -7.49401e-15
65.75, 499.889, 29.474, -0.214737, -0.202128, 0, -6.71685e-15
65.8, 499.889, 29.474, -0.214737, -0.202128, 0, -6.05072e-15
65.85, 499.889, 29.474, -0.214737, -0.202128, 0, -5.44009e-15
65.9, 499.889, 29.474, -0.214737, -0.202128, 0, -4.88498e-15
65.95, 499.889, 29.474, -0.214737, -0.202128, 0, -4.38538e-15
66, 499.889, 29.474, -0.214737, -0.202128, 0, -3.94129e-15
66.05, 499.889, 29.474, -0.214737, -0.202128, 0, -3.55271e-15
66.1, 499.889, 29.474, -0.214737, -0.202128, 0, -3.21965e-15
66.15, 499.889, 29.474, -0.214737, -0.202128, 0, -2.88658e-15
66.2, 499.889, 29.474, -0.214737, -0.202128, 0, -2.60902e-15
66.25, 499.889, 29.474, -0.214737, -0.202128, 0, -2.33147e-15
66.3, 499.889, 29.474, -0.214737, -0.202128, 0, -2.10942e-15
66.35, 499.889, 29.474, -0.214737, -0.202128, 0, -1.88738e-15
66.4, 499.889, 29.474, -0.214737, -0.202128, 0, -1.72085e-15
66.45, 499.889, 29.474, -0.214737, -0.202128, 0, -1.55431e-15
66.5, 499.889, 29.474, -0.214737, -0.202128, 0, -1.38778e-15
66.55, 499.889, 29.474, -0.214737, -0.202128, 0, -1.27676e-15
66.6, 499.889, 29.474, -0.214737, -0.202128, 0, -1.16573e-15
66.65, 499.889, 29.474, -0.214737, -0.202128, 0, -1.05471e-15
66.7, 499.889, 29.474, -0.214737, -0.202128, 0, -9.4369e-16
66.75, 499.889, 29.474, -0.214737, -0.202128, 0, -8.32667e-16
66.8, 499.889, 29.474, -0.214737, -0.202128, 0, -7.21645e-16
66.85, 499.889, 29.474, -0.214737, -0.202128, 0, -6.66134e-16
66.9, 499.889, 29.474, -0.214737, -0.202128, 0, -6.10623e-16
66.95, 499.889, 29.474, -0.214737, -0.202128, 0, -5.55112e-16
67, 499.889, 29.474, -0.214737, -0.202128, 0, -4.996e-16
67.05, 499.889, 29.474, -0.214737, -0.202128, 0, -4.44089e-16
67.1, 499.889, 29.474, -0.214737, -0.202128, 0, -3.88578e-16
67.15, 499.889, 29.474, -0.214737, -0.202128, 0, -3.33067e-16
67.2, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
67.25, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
67.3, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
67.35, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
67.4, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
67.45, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
67.5, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
67.55, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
67.6, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
67.65, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
67.7, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
67.75, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
67.8, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
67.85, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
67.9, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
67.95, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
68, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
68.05, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
68.1, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
68.15, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
68.2, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
68.25, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
68.3, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
68.35, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
68.4, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
68.45, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
68.5, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
68.55, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
68.6, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
68.65, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
68.7, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
68.75, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
68.8, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
68.85, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
68.9, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
68.95, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
69, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
69.05, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
69.1, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
69.15, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
69.2, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
69.25, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
69.3, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
69.35, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
69.4, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
69.45, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
69.5, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
69.55, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
69.6, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
69.65, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
69.7, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
69.75, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
69.8, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
69.85, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
69.9, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
69.95, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
70, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
70.05, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
70.1, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
70.15, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
70.2, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
70.25, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
70.3, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
70.35, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
70.4, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
70.45, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
70.5, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
70.55, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
70.6, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
70.65, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
70.7, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
70.75, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
70.8, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
70.85, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
70.9, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
70.95, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
71, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
71.05, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
71.1, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
71.15, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
71.2, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
71.25, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
71.3, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
71.35, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
71.4, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
71.45, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
71.5, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
71.55, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
71.6, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
71.65, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
71.7, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
71.75, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
71.8, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
71.85, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
71.9, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
71.95, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
72, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
72.05, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
72.1, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
72.15, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
72.2, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
72.25, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
72.3, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
72.35, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
72.4, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
72.45, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
72.5, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
72.55, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
72.6, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
72.65, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
72.7, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
72.75, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
72.8, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
72.85, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
72.9, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
72.95, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
73, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
73.05, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
73.1, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
73.15, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
73.2, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
73.25, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
73.3, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
73.35, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
73.4, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
73.45, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
73.5, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
73.55, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
73.6, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
73.65, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
73.7, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
73.75, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
73.8, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
73.85, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
73.9, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
73.95, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
74, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
74.05, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
74.1, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
74.15, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
74.2, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
74.25, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
74.3, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
74.35, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
74.4, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
74.45, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
74.5, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
74.55, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
74.6, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
74.65, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
74.7, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
74.75, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
74.8, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
74.85, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
74.9, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
74.95, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
75, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
75.05, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
75.1, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
75.15, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
75.2, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
75.25, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
75.3, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
75.35, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
75.4, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
75.45, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
75.5, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
75.55, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
75.6, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
75.65, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
75.7, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
75.75, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
75.8, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
75.85, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
75.9, 499.889, 29.474, -0.214737, -0.202128, 0, -2.77556e-16
