x,y
138.5,2.99325
139,3.09243
139.5,3.18968
140,3.28493
140.5,3.37813
141,3.46922
141.5,3.55815
142,3.64485
142.5,3.72927
143,3.81136
143.5,3.89106
144,3.96834
144.5,4.04314
145,4.1154
145.5,4.1851
146,4.25218
146.5,4.31661
147,4.37833
147.5,4.43732
148,4.49354
148.5,4.54695
149,4.59752
149.5,4.64521
150,4.69
150.5,4.73186
151,4.77076
151.5,4.80668
152,4.8396
152.5,4.86949
153,4.89634
153.5,4.92013
154,4.94084
154.5,4.95847
155,4.97299
155.5,4.98441
156,4.99272
156.5,4.9979
157,4.99996
157.5,4.9989
158,4.99471
158.5,4.9874
159,4.97697
159.5,4.96343
160,4.94679
160.5,4.92706
161,4.90425
161.5,4.87837
162,4.84945
162.5,4.81749
163,4.78253
163.5,4.74457
164,4.70365
164.5,4.65979
165,4.61302
165.5,4.56337
166,4.51086
166.5,4.45553
167,4.39742
167.5,4.33656
168,4.27299
168.5,4.20675
169,4.13789
169.5,4.06643
170,3.99244
170.5,3.91594
171,3.83701
171.5,3.75567
172,3.67199
172.5,3.58601
173,3.49779
173.5,3.40738
174,3.31485
174.5,3.22024
175,3.12362
175.5,3.02505
176,2.92459
176.5,2.8223
177,2.71824
177.5,2.61249
178,2.5051
178.5,2.39615
179,2.2857
179.5,2.17383
180,2.06059
180.5,1.94607
181,1.83033
181.5,1.71345
182,1.59549
182.5,1.47654
183,1.35667
183.5,1.23594
184,1.11445
184.5,0.992259
185,0.869447
185.5,0.746093
186,0.622272
186.5,0.498062
187,0.373541
187.5,0.248787
188,0.123877
188.5,-0.0011102
189,-0.126097
189.5,-0.251005
190,-0.375756
190.5,-0.500272
191,-0.624475
191.5,-0.748288
192,-0.871634
192.5,-0.994435
193,-1.11661
193.5,-1.2381
194,-1.3588
194.5,-1.47866
195,-1.5976
195.5,-1.71553
196,-1.8324
196.5,-1.94811
197,-2.06262
197.5,-2.17583
198,-2.28768
198.5,-2.3981
199,-2.50703
199.5,-2.61438
200,-2.72011
