t,x_ref,y_ref,x,y,psi,delta,v,delta_dot
0.05, 0, 0, 0.00999688, 0.000249974, 9.99896e-05, 0.025, 0.2, 0.5
0.1, 0.00946764, 0.00236691, 0.0299718, 0.00125155, 0.000499823, 0.05, 0.4, 0.5
0.15, 0.0285032, 0.0071258, 0.0598863, 0.0035144, 0.00139898, 0.075, 0.6, 0.5
0.2, 0.0571905, 0.0142976, 0.0996809, 0.00756341, 0.00299631, 0.1, 0.8, 0.5
0.25, 0.0955969, 0.0238991, 0.149272, 0.0139458, 0.00548981, 0.125, 1, 0.5
0.3, 0.143773, 0.0359428, 0.208548, 0.0232376, 0.00907632, 0.15, 1.2, 0.5
0.35, 0.201748, 0.0504363, 0.277365, 0.0360503, 0.0139514, 0.175, 1.4, 0.5
0.4, 0.269533, 0.0673812, 0.355541, 0.0530361, 0.0203088, 0.2, 1.6, 0.5
0.45, 0.347107, 0.0867725, 0.443038, 0.074115, 0.0280279, 0.216097, 1.8, 0.321941
0.5, 0.434418, 0.108596, 0.539977, 0.0986692, 0.036759, 0.22005, 2, 0.0790661
0.55, 0.531433, 0.132843, 0.646444, 0.126322, 0.0462475, 0.217355, 2.2, -0.053906
0.6, 0.638147, 0.15951, 0.762498, 0.156844, 0.0562973, 0.210932, 2.4, -0.128455
0.65, 0.75456, 0.188595, 0.888173, 0.190096, 0.0667485, 0.202363, 2.6, -0.171395
0.7, 0.880672, 0.220097, 1.02349, 0.225989, 0.0774634, 0.192525, 2.8, -0.196746
0.75, 1.01649, 0.254013, 1.16848, 0.264464, 0.0883192, 0.181932, 3, -0.211866
0.8, 1.16201, 0.290338, 1.32313, 0.305476, 0.0992037, 0.1709, 3.2, -0.220645
0.85, 1.31723, 0.32907, 1.48747, 0.34899, 0.110013, 0.159642, 3.4, -0.225163
0.9, 1.48216, 0.370201, 1.66149, 0.394973, 0.120653, 0.148314, 3.6, -0.226559
0.95, 1.6568, 0.413727, 1.84522, 0.443395, 0.131035, 0.13704, 3.8, -0.225481
1, 1.84115, 0.459638, 2.03865, 0.494223, 0.141082, 0.125923, 4, -0.222332
1.05, 2.03522, 0.507927, 2.2418, 0.547425, 0.150725, 0.115052, 4.2, -0.217413
1.1, 2.239, 0.558582, 2.45468, 0.602967, 0.159905, 0.104503, 4.4, -0.210977
1.15, 2.4525, 0.611591, 2.67728, 0.660816, 0.168572, 0.0943411, 4.6, -0.203247
1.2, 2.67573, 0.666939, 2.90963, 0.720935, 0.176685, 0.0846203, 4.8, -0.194417
1.25, 2.90868, 0.724611, 3.15173, 0.783288, 0.184217, 0.0753863, 5, -0.184679
1.3, 3.15137, 0.784587, 3.3939, 0.845355, 0.19088, 0.0666766, 5, -0.174195
1.35, 3.39409, 0.844455, 3.63616, 0.907093, 0.196742, 0.0586548, 5, -0.160435
1.4, 3.63683, 0.904206, 3.8785, 0.968487, 0.201877, 0.0513702, 5, -0.145692
1.45, 3.87961, 0.963833, 4.12094, 1.02953, 0.206356, 0.0448093, 5, -0.131219
1.5, 4.12243, 1.02332, 4.36345, 1.09024, 0.210248, 0.0389293, 5, -0.117599
1.55, 4.36528, 1.08267, 4.60605, 1.15062, 0.213615, 0.0336794, 5, -0.104999
1.6, 4.60816, 1.14187, 4.84873, 1.21068, 0.216515, 0.0290013, 5, -0.0935611
1.65, 4.85109, 1.20092, 5.09148, 1.27043, 0.218997, 0.024828, 5, -0.0834658
1.7, 5.09406, 1.25979, 5.33431, 1.32988, 0.221107, 0.0210993, 5, -0.0745755
1.75, 5.33707, 1.31848, 5.57721, 1.38904, 0.222885, 0.0177742, 5, -0.0665006
1.8, 5.58012, 1.377, 5.82018, 1.4479, 0.224366, 0.0148139, 5, -0.0592059
1.85, 5.82322, 1.43532, 6.06322, 1.50649, 0.225582, 0.0121661, 5, -0.0529574
