t,x_ref,y_ref,x,y,psi,delta,v,delta_dot
5.3, 31.7942, 38.1138, 32.1652, 39.3997, 0.835118, -0.00176194, 15, -0.00182881
5.35, 32.283, 38.6725, 32.6696, 39.9548, 0.834563, -0.00185248, 15, -0.00181079
5.4, 32.7724, 39.2307, 33.1743, 40.5096, 0.83398, -0.00194213, 15, -0.001793
5.45, 33.2624, 39.7884, 33.6794, 41.064, 0.833371, -0.0020309, 15, -0.0017754
5.5, 33.7531, 40.3456, 34.1848, 41.6181, 0.832735, -0.0021188, 15, -0.00175802
5.55, 34.2443, 40.9022, 34.6907, 42.1718, 0.832073, -0.00220584, 15, -0.00174089
5.6, 34.7362, 41.4583, 35.197, 42.7251, 0.831386, -0.00229205, 15, -0.00172404
5.65, 35.2287, 42.0139, 35.7037, 43.2781, 0.830673, -0.00237742, 15, -0.0017075
5.7, 35.7219, 42.5689, 36.2108, 43.8306, 0.829934, -0.00246199, 15, -0.0016913
5.75, 36.2157, 43.1234, 36.7184, 44.3828, 0.82917, -0.00254576, 15, -0.00167544
5.8, 36.7102, 43.6773, 37.2265, 44.9344, 0.828382, -0.00262875, 15, -0.00165992
5.85, 37.2054, 44.2307, 37.7351, 45.4857, 0.827568, -0.00271099, 15, -0.00164475
5.9, 37.7012, 44.7834, 38.2441, 46.0365, 0.826731, -0.00279249, 15, -0.00162992
5.95, 38.1978, 45.3356, 38.7536, 46.5868, 0.825869, -0.00287326, 15, -0.00161542
6, 38.695, 45.8872, 39.2637, 47.1367, 0.824983, -0.00295332, 15, -0.00160125
6.05, 39.1929, 46.4382, 39.7743, 47.686, 0.824073, -0.00303269, 15, -0.00158738
6.1, 39.6916, 46.9885, 40.2854, 48.2349, 0.823139, -0.00311138, 15, -0.00157381
6.15, 40.1909, 47.5383, 40.7971, 48.7832, 0.822183, -0.00318941, 15, -0.00156053
6.2, 40.6911, 48.0874, 41.3094, 49.331, 0.821203, -0.00326678, 15, -0.00154754
6.25, 41.1919, 48.6359, 41.8222, 49.8783, 0.820199, -0.00334352, 15, -0.00153482
6.3, 41.6935, 49.1838, 42.3357, 50.425, 0.819174, -0.00341964, 15, -0.00152236
6.35, 42.1959, 49.731, 42.8497, 50.9711, 0.818125, -0.00349515, 15, -0.00151015
6.4, 42.699, 50.2775, 43.3643, 51.5167, 0.817054, -0.00357006, 15, -0.0014982
6.45, 43.2029, 50.8234, 43.8796, 52.0617, 0.815961, -0.00364438, 15, -0.00148649
6.5, 43.7076, 51.3687, 44.3955, 52.606, 0.814845, -0.00371814, 15, -0.00147501
6.55, 44.213, 51.9132, 44.9121, 53.1498, 0.813708, -0.00379132, 15, -0.00146375
6.6, 44.7193, 52.4571, 45.4293, 53.6929, 0.812549, -0.00386396, 15, -0.00145272
6.65, 45.2264, 53.0002, 45.9471, 54.2354, 0.811368, -0.00393605, 15, -0.0014419
6.7, 45.7343, 53.5427, 46.4657, 54.7773, 0.810166, -0.00400762, 15, -0.00143128
6.75, 46.243, 54.0845, 46.9849, 55.3185, 0.808942, -0.00407866, 15, -0.00142087
6.8, 46.7526, 54.6255, 47.5049, 55.859, 0.807697, -0.00414919, 15, -0.00141064
6.85, 47.263, 55.1659, 48.0255, 56.3988, 0.806431, -0.00421922, 15, -0.0014006
6.9, 47.7743, 55.7054, 48.5469, 56.938, 0.805145, -0.00428876, 15, -0.00139075
6.95, 48.2864, 56.2443, 49.069, 57.4764, 0.803838, -0.00435781, 15, -0.00138106
7, 48.7994, 56.7824, 49.5919, 58.0141, 0.80251, -0.00442639, 15, -0.00137154
7.05, 49.3133, 57.3198, 50.1155, 58.5511, 0.801161, -0.0044945, 15, -0.00136219
7.1, 49.8281, 57.8564, 50.6398, 59.0873, 0.799793, -0.00456215, 15, -0.00135299
7.15, 50.3437, 58.3922, 51.165, 59.6228, 0.798404, -0.00462935, 15, -0.00134394
7.2, 50.8603, 58.9273, 51.6909, 60.1575, 0.796995, -0.0046961, 15, -0.00133504
7.25, 51.3778, 59.4616, 52.2176, 60.6915, 0.795566, -0.00476241, 15, -0.00132628
7.3, 51.8962, 59.9951, 52.745, 61.2246, 0.794118, -0.0048283, 15, -0.00131764
7.35, 52.4156, 60.5278, 53.2733, 61.757, 0.79265, -0.00489375, 15, -0.00130914
7.4, 52.9358, 61.0596, 53.8025, 62.2885, 0.791162, -0.00495879, 15, -0.00130076
7.45, 53.4571, 61.5907, 54.3324, 62.8192, 0.789655, -0.00502342, 15, -0.0012925
7.5, 53.9793, 62.121, 54.8632, 63.3491, 0.788129, -0.00508763, 15, -0.00128436
7.55, 54.5024, 62.6504, 55.3948, 63.8782, 0.786583, -0.00515145, 15, -0.00127632
7.6, 55.0265, 63.179, 55.9272, 64.4064, 0.785019, -0.00521487, 15, -0.00126838
7.65, 55.5517, 63.7067, 56.4606, 64.9337, 0.783435, -0.0052779, 15, -0.00126054
7.7, 56.0778, 64.2336, 56.9947, 65.4601, 0.781833, -0.00534054, 15, -0.0012528
7.75, 56.6049, 64.7597, 57.5298, 65.9857, 0.780213, -0.00540279, 15, -0.00124515
7.8, 57.133, 65.2849, 58.0658, 66.5103, 0.778573, -0.00546467, 15, -0.00123758
7.85, 57.6621, 65.8092, 58.6026, 67.0341, 0.776915, -0.00552618, 15, -0.00123009
7.9, 58.1923, 66.3326, 59.1403, 67.5569, 0.775239, -0.00558731, 15, -0.00122268
7.95, 58.7235, 66.8551, 59.679, 68.0788, 0.773545, -0.00564808, 15, -0.00121534
8, 59.2557, 67.3768, 60.2185, 68.5997, 0.771832, -0.00570848, 15, -0.00120807
8.05, 59.789, 67.8975, 60.759, 69.1197, 0.770102, -0.00576852, 15, -0.00120086
8.1, 60.3234, 68.4174, 61.3004, 69.6387, 0.768353, -0.00582821, 15, -0.00119371
8.15, 60.8588, 68.9363, 61.8428, 70.1567, 0.766587, -0.00588754, 15, -0.00118662
8.2, 61.3954, 69.4543, 62.3861, 70.6738, 0.764803, -0.00594652, 15, -0.00117958
8.25, 61.933, 69.9713, 62.9303, 71.1898, 0.763001, -0.00600515, 15, -0.00117259
8.3, 62.4716, 70.4874, 63.4755, 71.7048, 0.761182, -0.00606343, 15, -0.00116564
8.35, 63.0115, 71.0026, 64.0217, 72.2188, 0.759346, -0.00612137, 15, -0.00115873
8.4, 63.5524, 71.5168, 64.5689, 72.7318, 0.757492, -0.00617896, 15, -0.00115186
8.45, 64.0944, 72.0301, 65.117, 73.2437, 0.755621, -0.00623621, 15, -0.00114503
8.5, 64.6376, 72.5424, 65.6661, 73.7546, 0.753734, -0.00629312, 15, -0.00113822
8.55, 65.1819, 73.0537, 66.2162, 74.2643, 0.751829, -0.0063497, 15, -0.00113144
8.6, 65.7274, 73.564, 66.7673, 74.7731, 0.749907, -0.00640593, 15, -0.00112469
8.65, 66.274, 74.0733, 67.3194, 75.2807, 0.747968, -0.00646183, 15, -0.00111795
8.7, 66.8218, 74.5817, 67.8725, 75.7872, 0.746013, -0.00651739, 15, -0.00111123
8.75, 67.3707, 75.089, 68.4267, 76.2926, 0.744041, -0.00657261, 15, -0.00110453
8.8, 67.9209, 75.5953, 68.9818, 76.7969, 0.742053, -0.00662751, 15, -0.00109783
8.85, 68.4722, 76.1006, 69.538, 77.3, 0.740049, -0.00668206, 15, -0.00109115
8.9, 69.0248, 76.6049, 70.0952, 77.802, 0.738028, -0.00673629, 15, -0.00108446
8.95, 69.5785, 77.1081, 70.6535, 78.3029, 0.735991, -0.00679018, 15, -0.00107778
9, 70.1335, 77.6103, 71.2128, 78.8026, 0.733938, -0.00684373, 15, -0.0010711
9.05, 70.6897, 78.1114, 71.7732, 79.3011, 0.731868, -0.00689695, 15, -0.00106442
9.1, 71.2471, 78.6115, 72.3346, 79.7984, 0.729784, -0.00694984, 15, -0.00105773
9.15, 71.8058, 79.1105, 72.897, 80.2945, 0.727683, -0.00700239, 15, -0.00105103
9.2, 72.3657, 79.6084, 73.4606, 80.7894, 0.725566, -0.00705461, 15, -0.00104431
9.25, 72.9269, 80.1052, 74.0252, 81.283, 0.723435, -0.00710648, 15, -0.00103758
9.3, 73.4894, 80.601, 74.5909, 81.7755, 0.721287, -0.00715803, 15, -0.00103084
9.35, 74.0531, 81.0956, 75.1577, 82.2666, 0.719124, -0.00720923, 15, -0.00102408
9.4, 74.6182, 81.5892, 75.7255, 82.7566, 0.716946, -0.0072601, 15, -0.00101729
9.45, 75.1845, 82.0816, 76.2945, 83.2453, 0.714753, -0.00731062, 15, -0.00101048
9.5, 75.7521, 82.573, 76.8645, 83.7326, 0.712545, -0.0073608, 15, -0.00100364
9.55, 76.3211, 83.0632, 77.4357, 84.2187, 0.710322, -0.00741064, 15, -0.000996778
9.6, 76.8914, 83.5522, 78.0079, 84.7035, 0.708084, -0.00746013, 15, -0.000989881
9.65, 77.463, 84.0402, 78.5813, 85.187, 0.705831, -0.00750928, 15, -0.000982951
9.7, 78.0359, 84.5269, 79.1557, 85.6692, 0.703564, -0.00755808, 15, -0.000975986
9.75, 78.6102, 85.0125, 79.7313, 86.1501, 0.701282, -0.00760653, 15, -0.000968983
9.8, 79.1859, 85.497, 80.308, 86.6296, 0.698985, -0.00765463, 15, -0.000961942
9.85, 79.7629, 85.9803, 80.8858, 87.1077, 0.696675, -0.00770237, 15, -0.000954858
9.9, 80.3413, 86.4624, 81.4648, 87.5845, 0.69435, -0.00774976, 15, -0.000947732
9.95, 80.9211, 86.9433, 82.0449, 88.0599, 0.692011, -0.00779678, 15, -0.000940561
10, 81.5023, 87.423, 82.6261, 88.5339, 0.689658, -0.00784345, 15, -0.000933343
10.05, 82.0848, 87.9015, 83.2084, 89.0065, 0.687291, -0.00788976, 15, -0.000926077
10.1, 82.6688, 88.3789, 83.7919, 89.4777, 0.68491, -0.00793569, 15, -0.00091876
10.15, 83.2542, 88.855, 84.3765, 89.9475, 0.682516, -0.00798126, 15, -0.000911392
10.2, 83.8411, 89.3298, 84.9623, 90.4159, 0.680108, -0.00802646, 15, -0.00090397
10.25, 84.4293, 89.8035, 85.5492, 90.8829, 0.677686, -0.00807129, 15, -0.000896493
10.3, 85.0191, 90.2759, 86.1373, 91.3483, 0.675252, -0.00811573, 15, -0.00088896
10.35, 85.6102, 90.747, 86.7265, 91.8124, 0.672804, -0.0081598, 15, -0.00088137
10.4, 86.2029, 91.2169, 87.3169, 92.2749, 0.670343, -0.00820349, 15, -0.00087372
10.45, 86.797, 91.6856, 87.9084, 92.736, 0.667869, -0.00824679, 15, -0.000866009
10.5, 87.3926, 92.153, 88.5011, 93.1956, 0.665382, -0.0082897, 15, -0.000858238
10.55, 87.9896, 92.6191, 89.0949, 93.6537, 0.662882, -0.00833222, 15, -0.000850403
10.6, 88.5882, 93.0839, 89.6899, 94.1103, 0.66037, -0.00837435, 15, -0.000842504
10.65, 89.1883, 93.5474, 90.2861, 94.5653, 0.657845, -0.00841607, 15, -0.00083454
10.7, 89.7899, 94.0096, 90.8835, 95.0188, 0.655308, -0.0084574, 15, -0.00082651
10.75, 90.393, 94.4705, 91.482, 95.4708, 0.652759, -0.00849832, 15, -0.000818412
10.8, 90.9977, 94.9301, 92.0816, 95.9213, 0.650197, -0.00853883, 15, -0.000810247
10.85, 91.6039, 95.3884, 92.6825, 96.3701, 0.647623, -0.00857893, 15, -0.000802012
10.9, 92.2116, 95.8454, 93.2845, 96.8174, 0.645038, -0.00861862, 15, -0.000793708
10.95, 92.8209, 96.301, 93.8877, 97.2631, 0.64244, -0.00865788, 15, -0.000785333
11, 93.4318, 96.7553, 94.4921, 97.7073, 0.639831, -0.00869673, 15, -0.000776886
11.05, 94.0442, 97.2082, 95.0976, 98.1498, 0.637211, -0.00873515, 15, -0.000768368
11.1, 94.6583, 97.6598, 95.7043, 98.5907, 0.634579, -0.00877314, 15, -0.000759777
11.15, 95.2739, 98.11, 96.3122, 99.03, 0.631936, -0.00881069, 15, -0.000751113
11.2, 95.8911, 98.5588, 96.9212, 99.4676, 0.629282, -0.00884781, 15, -0.000742375
11.25, 96.51, 99.0063, 97.5315, 99.9037, 0.626616, -0.00888449, 15, -0.000733562
11.3, 97.1304, 99.4523, 98.1429, 100.338, 0.62394, -0.00892072, 15, -0.000724676
11.35, 97.7525, 99.897, 98.7555, 100.771, 0.621253, -0.00895651, 15, -0.000715714
11.4, 98.3762, 100.34, 99.3692, 101.202, 0.618556, -0.00899184, 15, -0.000706677
11.45, 99.0016, 100.782, 99.9842, 101.631, 0.615848, -0.00902672, 15, -0.000697564
11.5, 99.6286, 101.223, 100.6, 102.059, 0.613129, -0.00906114, 15, -0.000688376
11.55, 100.257, 101.662, 101.218, 102.485, 0.610401, -0.00909509, 15, -0.000679112
11.6, 100.888, 102.099, 101.836, 102.909, 0.607662, -0.00912858, 15, -0.000669773
11.65, 101.52, 102.535, 102.456, 103.332, 0.604914, -0.0091616, 15, -0.000660357
11.7, 102.153, 102.97, 103.076, 103.752, 0.602156, -0.00919414, 15, -0.000650865
11.75, 102.789, 103.403, 103.698, 104.172, 0.599388, -0.00922621, 15, -0.000641298
11.8, 103.426, 103.835, 104.322, 104.589, 0.596611, -0.00925779, 15, -0.000631655
11.85, 104.065, 104.265, 104.946, 105.004, 0.593824, -0.00928889, 15, -0.000621937
11.9, 104.705, 104.694, 105.571, 105.418, 0.591028, -0.0093195, 15, -0.000612143
11.95, 105.348, 105.121, 106.198, 105.83, 0.588223, -0.00934961, 15, -0.000602275
12, 105.992, 105.547, 106.826, 106.241, 0.58541, -0.00937923, 15, -0.000592332
12.05, 106.638, 105.972, 107.455, 106.649, 0.582587, -0.00940834, 15, -0.000582315
12.1, 107.285, 106.394, 108.085, 107.056, 0.579756, -0.00943695, 15, -0.000572224
12.15, 107.934, 106.816, 108.716, 107.461, 0.576917, -0.00946506, 15, -0.00056206
12.2, 108.586, 107.236, 109.349, 107.864, 0.574069, -0.00949265, 15, -0.000551823
12.25, 109.238, 107.654, 109.982, 108.265, 0.571213, -0.00951972, 15, -0.000541515
12.3, 109.893, 108.071, 110.617, 108.665, 0.568349, -0.00954628, 15, -0.000531135
12.35, 110.55, 108.486, 111.253, 109.062, 0.565477, -0.00957231, 15, -0.000520685
12.4, 111.208, 108.899, 111.89, 109.458, 0.562598, -0.00959782, 15, -0.000510165
12.45, 111.868, 109.312, 112.528, 109.852, 0.559711, -0.0096228, 15, -0.000499576
12.5, 112.53, 109.722, 113.168, 110.244, 0.556817, -0.00964725, 15, -0.000488919
12.55, 113.194, 110.131, 113.808, 110.634, 0.553916, -0.00967116, 15, -0.000478195
12.6, 113.859, 110.538, 114.45, 111.022, 0.551008, -0.00969453, 15, -0.000467404
12.65, 114.527, 110.944, 115.093, 111.409, 0.548092, -0.00971735, 15, -0.000456549
12.7, 115.196, 111.348, 115.737, 111.793, 0.545171, -0.00973964, 15, -0.00044563
12.75, 115.867, 111.751, 116.382, 112.176, 0.542242, -0.00976137, 15, -0.000434648
12.8, 116.541, 112.152, 117.028, 112.557, 0.539308, -0.00978255, 15, -0.000423604
12.85, 117.216, 112.551, 117.675, 112.936, 0.536367, -0.00980317, 15, -0.0004125
12.9, 117.892, 112.949, 118.324, 113.313, 0.53342, -0.00982324, 15, -0.000401336
12.95, 118.571, 113.345, 118.973, 113.688, 0.530467, -0.00984275, 15, -0.000390115
13, 119.252, 113.739, 119.624, 114.061, 0.527508, -0.00986169, 15, -0.000378837
13.05, 119.935, 114.132, 120.275, 114.432, 0.524545, -0.00988006, 15, -0.000367504
13.1, 120.619, 114.523, 120.928, 114.801, 0.521575, -0.00989787, 15, -0.000356118
13.15, 121.306, 114.913, 121.582, 115.168, 0.518601, -0.0099151, 15, -0.00034468
13.2, 121.994, 115.3, 122.237, 115.533, 0.515621, -0.00993176, 15, -0.000333191
13.25, 122.685, 115.687, 122.893, 115.897, 0.512637, -0.00994785, 15, -0.000321653
13.3, 123.377, 116.071, 123.551, 116.258, 0.509648, -0.00996335, 15, -0.000310068
13.35, 124.071, 116.454, 124.209, 116.617, 0.506655, -0.00997827, 15, -0.000298438
13.4, 124.768, 116.835, 124.868, 116.975, 0.503657, -0.00999261, 15, -0.000286763
13.45, 125.466, 117.214, 125.529, 117.33, 0.500655, -0.0100064, 15, -0.000275047
13.5, 126.166, 117.592, 126.19, 117.684, 0.497649, -0.0100195, 15, -0.00026329
13.55, 126.869, 117.967, 126.853, 118.035, 0.49464, -0.0100321, 15, -0.000251495
13.6, 127.573, 118.342, 127.517, 118.384, 0.491626, -0.0100441, 15, -0.000239663
13.65, 128.28, 118.714, 128.181, 118.732, 0.48861, -0.0100555, 15, -0.000227796
13.7, 128.988, 119.085, 128.847, 119.077, 0.48559, -0.0100663, 15, -0.000215897
13.75, 129.699, 119.454, 129.514, 119.42, 0.482567, -0.0100765, 15, -0.000203967
13.8, 130.411, 119.821, 130.182, 119.762, 0.479541, -0.0100861, 15, -0.000192008
13.85, 131.126, 120.186, 130.851, 120.101, 0.476513, -0.0100951, 15, -0.000180023
13.9, 131.842, 120.55, 131.52, 120.438, 0.473482, -0.0101035, 15, -0.000168013
13.95, 132.561, 120.912, 132.191, 120.773, 0.470449, -0.0101113, 15, -0.000155981
14, 133.282, 121.272, 132.863, 121.107, 0.467413, -0.0101185, 15, -0.000143928
