t,x,y,psi,delta,v,delta_dot
112.5, 529.058, -15.2986, -2.05091, -0.160225, 10, 0.000826159
112.55, 528.827, -15.7421, -2.08322, -0.160184, 10, 0.00082528
112.6, 528.582, -16.1779, -2.11552, -0.160142, 10, 0.000823909
112.65, 528.323, -16.6055, -2.14782, -0.160101, 10, 0.000822031
112.7, 528.05, -17.0245, -2.18011, -0.16006, 10, 0.00081963
112.75, 527.764, -17.4346, -2.21239, -0.160019, 10, 0.000816689
112.8, 527.465, -17.8351, -2.24466, -0.159979, 10, 0.000813188
112.85, 527.153, -18.2258, -2.27692, -0.159938, 10, 0.000809106
112.9, 526.828, -18.6063, -2.30918, -0.159898, 10, 0.000804418
112.95, 526.492, -18.9761, -2.34143, -0.159858, 10, 0.000799101
113, 526.143, -19.3348, -2.37366, -0.159819, 10, 0.000793125
113.05, 525.784, -19.6821, -2.40589, -0.159779, 10, 0.00078646
113.1, 525.413, -20.0177, -2.43812, -0.15974, 10, 0.000779073
113.15, 525.032, -20.3411, -2.47033, -0.159702, 10, 0.000770928
113.2, 524.64, -20.6521, -2.50254, -0.159664, 10, 0.000761986
113.25, 524.239, -20.9503, -2.53474, -0.159626, 10, 0.000752202
113.3, 523.828, -21.2355, -2.56693, -0.159589, 10, 0.000741532
113.35, 523.409, -21.5072, -2.59911, -0.159552, 10, 0.000729922
113.4, 522.98, -21.7654, -2.63129, -0.159517, 10, 0.000717318
113.45, 522.544, -22.0096, -2.66346, -0.159481, 10, 0.000703657
113.5, 522.1, -22.2396, -2.69562, -0.159447, 10, 0.000688875
113.55, 521.649, -22.4553, -2.72778, -0.159413, 10, 0.000672896
113.6, 521.191, -22.6564, -2.75993, -0.159381, 10, 0.000655642
113.65, 520.727, -22.8426, -2.79207, -0.159349, 10, 0.000637025
113.7, 520.257, -23.0138, -2.8242, -0.159318, 10, 0.000616948
113.75, 519.782, -23.1699, -2.85633, -0.159288, 10, 0.000595306
113.8, 519.303, -23.3106, -2.88846, -0.159259, 10, 0.000571982
113.85, 518.819, -23.4358, -2.92058, -0.159232, 10, 0.000546848
113.9, 518.331, -23.5454, -2.95269, -0.159206, 10, 0.000519763
113.95, 517.84, -23.6393, -2.9848, -0.159182, 10, 0.00049057
114, 517.346, -23.7174, -3.0169, -0.159159, 10, 0.000459096
114.05, 516.85, -23.7795, -3.049, -0.159137, 10, 0.000425149
114.1, 516.352, -23.8258, -3.08109, -0.159118, 10, 0.000388515
114.15, 515.853, -23.856, -3.11319, -0.159101, 10, 0.000348958
114.2, 515.353, -23.8702, -3.14527, -0.159085, 10, 0.000306211
114.25, 514.853, -23.8684, -3.17736, -0.159072, 10, 0.00025998
114.3, 514.353, -23.8505, -3.20944, -0.159062, 10, 0.00020993
114.35, 513.854, -23.8166, -3.24153, -0.159054, 10, 0.000155691
114.4, 513.357, -23.7667, -3.27361, -0.159049, 10, 9.68399e-05
114.45, 512.861, -23.7009, -3.30569, -0.159047, 10, 3.2904e-05
114.5, 512.368, -23.6192, -3.33777, -0.159049, 10, -3.66546e-05
114.55, 511.877, -23.5218, -3.36985, -0.159055, 10, -0.000112446
114.6, 511.39, -23.4086, -3.40193, -0.159065, 10, -0.000195166
114.65, 510.907, -23.2799, -3.43402, -0.159079, 10, -0.000285608
114.7, 510.429, -23.1358, -3.46611, -0.159098, 10, -0.000384686
114.75, 509.955, -22.9763, -3.49821, -0.159123, 10, -0.000493447
114.8, 509.486, -22.8018, -3.53031, -0.159153, 10, -0.000613106
114.85, 509.023, -22.6123, -3.56242, -0.159191, 10, -0.00074507
114.9, 508.567, -22.408, -3.59454, -0.159235, 10, -0.000890979
114.95, 508.117, -22.1892, -3.62667, -0.159288, 10, -0.00105276
115, 507.675, -21.9561, -3.65881, -0.15935, 10, -0.00123266
115.05, 507.241, -21.7089, -3.69097, -0.159421, 10, -0.00143337
115.1, 506.814, -21.4478, -3.72314, -0.159504, 10, -0.00165806
115.15, 506.396, -21.1731, -3.75534, -0.1596, 10, -0.00191054
115.2, 505.988, -20.8852, -3.78755, -0.159709, 10, -0.00219541
115.25, 505.588, -20.5842, -3.81979, -0.159835, 10, -0.00251823
115.3, 505.199, -20.2705, -3.85207, -0.15998, 10, -0.0028858
115.35, 504.82, -19.9444, -3.88437, -0.160145, 10, -0.0033065
115.4, 504.452, -19.6062, -3.91672, -0.160334, 10, -0.00379077
115.45, 504.094, -19.2563, -3.9491, -0.160552, 10, -0.00435168
115.5, 503.749, -18.895, -3.98155, -0.160802, 10, -0.00500583
115.55, 503.415, -18.5227, -4.01404, -0.161091, 10, -0.00577452
115.6, 503.094, -18.1398, -4.04661, -0.161425, 10, -0.00668546
115.65, 502.785, -17.7465, -4.07926, -0.161814, 10, -0.00777514
115.7, 502.489, -17.3435, -4.112, -0.162269, 10, -0.00909249
115.75, 502.206, -16.9309, -4.14485, -0.162804, 10, -0.0107042
115.8, 501.938, -16.5093, -4.17784, -0.163439, 10, -0.0127031
115.85, 501.683, -16.079, -4.21098, -0.1642, 10, -0.0152213
115.9, 501.443, -15.6406, -4.2443, -0.165123, 10, -0.0184519
115.95, 501.217, -15.1944, -4.27786, -0.166257, 10, -0.0226859
116, 501.006, -14.7408, -4.31172, -0.167676, 10, -0.0283784
116.05, 500.811, -14.2804, -4.34594, -0.16949, 10, -0.0362716
116.1, 500.632, -13.8136, -4.38066, -0.171872, 10, -0.0476418
116.15, 500.469, -13.3409, -4.41605, -0.175113, 10, -0.0648314
116.2, 500.323, -12.8627, -4.45239, -0.179739, 10, -0.092509
116.25, 500.195, -12.3795, -4.49018, -0.186791, 10, -0.141042
116.3, 500.085, -11.8918, -4.53044, -0.198643, 10, -0.237042
116.35, 499.994, -11.4, -4.57555, -0.221801, 10, -0.463155
116.4, 499.926, -10.9047, -4.62593, -0.246801, 10, -0.5
116.45, 499.883, -10.4066, -4.68167, -0.271801, 10, -0.5
116.5, 499.868, -9.90681, -4.74284, -0.296801, 10, -0.5
116.55, 499.883, -9.40704, -4.80952, -0.321801, 10, -0.5
116.6, 499.931, -8.9094, -4.8818, -0.346801, 10, -0.5
116.65, 500.016, -8.41655, -4.95828, -0.365262, 10, -0.369227
116.7, 500.137, -7.93159, -5.0375, -0.377126, 10, -0.237275
116.75, 500.297, -7.45779, -5.11864, -0.385414, 10, -0.165769
116.8, 500.495, -6.99848, -5.20121, -0.391542, 10, -0.12255
116.85, 500.729, -6.55704, -5.28489, -0.396254, 10, -0.0942517
116.9, 501, -6.13676, -5.36944, -0.399983, 10, -0.0745699
116.95, 501.306, -5.74087, -5.45471, -0.402994, 10, -0.0602235
117, 501.644, -5.37242, -5.54056, -0.405462, 10, -0.0493681
117.05, 502.012, -5.0343, -5.62689, -0.407507, 10, -0.0409006
117.1, 502.408, -4.72921, -5.71363, -0.409214, 10, -0.0341273
117.15, 502.829, -4.45959, -5.80071, -0.410643, 10, -0.0285934
117.2, 503.272, -4.2276, -5.88808, -0.411843, 10, -0.02399
117.25, 503.734, -4.03515, -5.97568, -0.412848, 10, -0.0201011
117.3, 504.21, -3.8838, -6.06349, -0.413686, 10, -0.0167714
117.35, 504.698, -3.77484, -6.15146, -0.414381, 10, -0.0138868
117.4, 505.194, -3.70916, -6.23956, -0.414949, 10, -0.011362
117.45, 505.693, -3.68736, -6.32778, -0.415406, 10, -0.00913193
117.5, 506.193, -3.70964, -6.41608, -0.415763, 10, -0.00714606
117.55, 506.688, -3.77589, -6.50444, -0.416031, 10, -0.00536484
117.6, 507.176, -3.88562, -6.59285, -0.416219, 10, -0.00375679
117.65, 507.652, -4.03799, -6.68128, -0.416334, 10, -0.00229661
117.7, 508.113, -4.23182, -6.76973, -0.416382, 10, -0.000963737
117.75, 508.555, -4.46561, -6.85818, -0.416369, 10, 0.00025867
117.8, 508.975, -4.73752, -6.94661, -0.4163, 10, 0.00138453
117.85, 509.369, -5.04543, -7.03501, -0.416179, 10, 0.00242541
117.9, 509.734, -5.38692, -7.12336, -0.416009, 10, 0.00339102
117.95, 510.068, -5.7593, -7.21167, -0.415794, 10, 0.00428951
118, 510.367, -6.15966, -7.29992, -0.415538, 10, 0.00512778
118.05, 510.63, -6.58485, -7.38809, -0.415243, 10, 0.00591167
118.1, 510.855, -7.03156, -7.47619, -0.41491, 10, 0.00664612
118.15, 511.039, -7.4963, -7.5642, -0.414543, 10, 0.00733533
118.2, 511.182, -7.97546, -7.65211, -0.414144, 10, 0.00798286
118.25, 511.282, -8.4653, -7.73992, -0.413715, 10, 0.00859164
118.3, 511.339, -8.96206, -7.82762, -0.413257, 10, 0.00916415
118.35, 511.353, -9.46188, -7.91521, -0.412771, 10, 0.00970234
118.4, 511.322, -9.96094, -8.00268, -0.412261, 10, 0.0102077
118.45, 511.248, -10.4554, -8.09001, -0.411727, 10, 0.0106814
118.5, 511.131, -10.9416, -8.17722, -0.411171, 10, 0.0111241
118.55, 510.972, -11.4157, -8.26428, -0.410594, 10, 0.0115359
118.6, 510.773, -11.8742, -8.35121, -0.409998, 10, 0.0119165
118.65, 510.534, -12.3136, -8.43799, -0.409385, 10, 0.0122651
118.7, 510.259, -12.7308, -8.52462, -0.408756, 10, 0.0125802
118.75, 509.948, -13.1225, -8.6111, -0.408113, 10, 0.0128597
118.8, 509.604, -13.4859, -8.69742, -0.407458, 10, 0.0131005
118.85, 509.231, -13.8183, -8.78359, -0.406793, 10, 0.0132983
118.9, 508.83, -14.1174, -8.86959, -0.406121, 10, 0.0134477
118.95, 508.405, -14.381, -8.95544, -0.405443, 10, 0.0135414
119, 507.959, -14.6071, -9.04112, -0.404765, 10, 0.01357
119.05, 507.496, -14.7943, -9.12664, -0.404089, 10, 0.0135209
119.1, 507.018, -14.9411, -9.21201, -0.40342, 10, 0.0133781
119.15, 506.529, -15.0467, -9.29722, -0.402764, 10, 0.0131198
119.2, 506.033, -15.1103, -9.38228, -0.402128, 10, 0.0127173
119.25, 505.534, -15.1316, -9.4672, -0.401522, 10, 0.0121319
119.3, 505.034, -15.1104, -9.55198, -0.400956, 10, 0.0113105
119.35, 504.538, -15.0469, -9.63665, -0.400447, 10, 0.0101795
119.4, 504.049, -14.9418, -9.72121, -0.400015, 10, 0.00863473
119.45, 503.571, -14.7957, -9.8057, -0.399689, 10, 0.00652558
119.5, 503.107, -14.6098, -9.89014, -0.399508, 10, 0.00362916
119.55, 502.66, -14.3855, -9.97459, -0.399527, 10, -0.000394332
119.6, 502.234, -14.1242, -10.0591, -0.399831, 10, -0.00608074
119.65, 501.831, -13.8279, -10.1438, -0.400547, 10, -0.0143099
119.7, 501.455, -13.4986, -10.2288, -0.401877, 10, -0.0265985
119.75, 501.108, -13.1385, -10.3143, -0.404163, 10, -0.0457222
119.8, 500.793, -12.7501, -10.4008, -0.40802, 10, -0.0771505
119.85, 500.513, -12.336, -10.4888, -0.414656, 10, -0.132711
119.9, 500.27, -11.8988, -10.5798, -0.42671, 10, -0.241085
119.95, 500.068, -11.4414, -10.6765, -0.450734, 10, -0.480483
120, 499.911, -10.9666, -10.7796, -0.475734, 10, -0.5
120.05, 499.804, -10.4782, -10.889, -0.500734, 10, -0.5
120.1, 499.751, -9.98108, -11.0051, -0.525734, 10, -0.5
120.15, 499.756, -9.4811, -11.1279, -0.550734, 10, -0.5
120.2, 499.822, -8.98547, -11.2577, -0.575734, 10, -0.5
120.25, 499.951, -8.50255, -11.3945, -0.5997, 10, -0.479303
120.3, 500.146, -8.04181, -11.5359, -0.615384, 10, -0.313684
120.35, 500.403, -7.61302, -11.6806, -0.626346, 10, -0.219237
120.4, 500.719, -7.22581, -11.8277, -0.634359, 10, -0.16027
120.45, 501.089, -6.88916, -11.9768, -0.640392, 10, -0.120656
120.5, 501.504, -6.61114, -12.1272, -0.645014, 10, -0.0924394
120.55, 501.957, -6.39856, -12.2788, -0.648582, 10, -0.0713679
120.6, 502.436, -6.25676, -12.4313, -0.651333, 10, -0.0550095
120.65, 502.932, -6.18942, -12.5844, -0.653427, 10, -0.0418931
120.7, 503.432, -6.19844, -12.738, -0.654982, 10, -0.0310856
120.75, 503.924, -6.28384, -12.892, -0.65608, 10, -0.0219713
120.8, 504.398, -6.44379, -13.0462, -0.656787, 10, -0.0141297
120.85, 504.842, -6.6746, -13.2005, -0.65715, 10, -0.00726494
120.9, 505.244, -6.97084, -13.3548, -0.657208, 10, -0.00116364
120.95, 505.597, -7.32547, -13.5091, -0.656992, 10, 0.00433175
121, 505.891, -7.73005, -13.6632, -0.656525, 10, 0.0093398
121.05, 506.119, -8.17493, -13.8171, -0.655827, 10, 0.0139512
121.1, 506.276, -8.64954, -13.9707, -0.654915, 10, 0.0182362
121.15, 506.359, -9.14262, -14.1239, -0.653803, 10, 0.0222497
121.2, 506.366, -9.64258, -14.2768, -0.652501, 10, 0.0260343
121.25, 506.296, -10.1377, -14.4291, -0.65102, 10, 0.0296226
121.3, 506.152, -10.6166, -14.581, -0.649368, 10, 0.033038
121.35, 505.938, -11.0681, -14.7322, -0.647553, 10, 0.0362948
121.4, 505.657, -11.4822, -14.8829, -0.645583, 10, 0.0393967
121.45, 505.318, -11.8495, -15.0329, -0.643467, 10, 0.0423338
121.5, 504.928, -12.162, -15.1822, -0.641213, 10, 0.0450769
121.55, 504.495, -12.4129, -15.3307, -0.638835, 10, 0.0475666
121.6, 504.03, -12.5971, -15.4785, -0.63635, 10, 0.0496945
121.65, 503.543, -12.7108, -15.6255, -0.633786, 10, 0.0512678
121.7, 503.045, -12.752, -15.7717, -0.631189, 10, 0.0519417
121.75, 502.546, -12.7202, -15.9171, -0.628635, 10, 0.0510831
121.8, 502.057, -12.6164, -16.0617, -0.626261, 10, 0.0474775
121.85, 501.588, -12.4432, -16.2058, -0.624329, 10, 0.0386504
121.9, 501.149, -12.2044, -16.3496, -0.623372, 10, 0.0191307
121.95, 500.748, -11.9052, -16.4938, -0.6246, 10, -0.0245537
122, 500.395, -11.5514, -16.64, -0.631124, 10, -0.130481
122.05, 500.097, -11.15, -16.7927, -0.652182, 10, -0.421156
122.1, 499.863, -10.7079, -16.9535, -0.677182, 10, -0.5
122.15, 499.703, -10.2341, -17.1227, -0.702182, 10, -0.5
122.2, 499.626, -9.74022, -17.3007, -0.727182, 10, -0.5
122.25, 499.637, -9.24034, -17.4878, -0.752182, 10, -0.5
122.3, 499.74, -8.75123, -17.6838, -0.775268, 10, -0.461721
122.35, 499.937, -8.29169, -17.8858, -0.790273, 10, -0.300097
122.4, 500.223, -7.88101, -18.09, -0.795764, 10, -0.207316
122.45, 500.585, -7.5367, -18.2931, -0.793196, 10, -0.155964
122.5, 501.01, -7.27261, -18.4957, -0.791913, 10, -0.130294
122.55, 501.479, -7.09937, -18.6979, -0.790824, 10, -0.108519
122.6, 501.973, -7.02384, -18.8997, -0.789933, 10, -0.0907023
122.65, 502.472, -7.04892, -19.1013, -0.789176, 10, -0.0755469
122.7, 502.957, -7.17344, -19.3025, -0.788515, 10, -0.0623329
122.75, 503.406, -7.39225, -19.5035, -0.787926, 10, -0.0505486
122.8, 503.803, -7.69641, -19.7043, -0.78739, 10, -0.0398278
122.85, 504.131, -8.07362, -19.9049, -0.786893, 10, -0.0298977
122.9, 504.378, -8.50866, -20.1053, -0.786426, 10, -0.0205479
122.95, 504.533, -8.98405, -20.3056, -0.785979, 10, -0.0116109
123, 504.59, -9.48076, -20.5056, -0.785546, 10, -0.00294984
123.05, 504.547, -9.97894, -20.7055, -0.785121, 10, 0.00554958
123.1, 504.407, -10.4588, -20.9051, -0.784422, 10, 0.0139821
123.15, 504.174, -10.9011, -21.1043, -0.783332, 10, 0.0218015
123.2, 503.858, -11.2887, -21.3029, -0.781898, 10, 0.0286747
123.25, 503.472, -11.6063, -21.5008, -0.780175, 10, 0.0344509
123.3, 503.031, -11.8417, -21.698, -0.778238, 10, 0.038741
123.35, 502.552, -11.9862, -21.8943, -0.776203, 10, 0.0407104
123.4, 502.054, -12.0346, -22.0899, -0.774272, 10, 0.0386056
123.45, 501.557, -11.9853, -22.285, -0.772843, 10, 0.0285883
123.5, 501.078, -11.8405, -22.48, -0.772764, 10, 0.00157343
123.55, 500.637, -11.6057, -22.6763, -0.776084, 10, -0.066393
123.6, 500.249, -11.2893, -22.8775, -0.788373, 10, -0.245787
123.65, 499.933, -10.9019, -23.0877, -0.810398, 10, -0.5
123.7, 499.705, -10.4571, -23.298, -0.810398, 10, -0.5
123.75, 499.575, -9.9744, -23.5083, -0.810398, 10, -0.5
123.8, 499.548, -9.47512, -23.7185, -0.810398, 10, -0.5
123.85, 499.626, -8.98123, -23.9288, -0.810398, 10, -0.5
123.9, 499.805, -8.5145, -24.137, -0.805517, 10, -0.402372
123.95, 500.077, -8.09491, -24.3432, -0.800804, 10, -0.30812
124, 500.429, -7.73991, -24.5483, -0.797771, 10, -0.247457
124.05, 500.846, -7.46403, -24.7524, -0.79557, 10, -0.20344
124.1, 501.31, -7.27839, -24.9558, -0.793911, 10, -0.170264
124.15, 501.803, -7.19038, -25.1587, -0.792611, 10, -0.144254
124.2, 502.302, -7.20336, -25.3612, -0.791559, 10, -0.123217
124.25, 502.789, -7.31659, -25.5633, -0.790686, 10, -0.105751
124.3, 503.244, -7.52529, -25.7651, -0.789945, 10, -0.0909301
124.35, 503.647, -7.82083, -25.9667, -0.789304, 10, -0.0781232
124.4, 503.983, -8.19113, -26.168, -0.788743, 10, -0.0668908
124.45, 504.238, -8.62114, -26.3692, -0.788244, 10, -0.0569255
124.5, 504.402, -9.09345, -26.5702, -0.787799, 10, -0.0480156
124.55, 504.469, -9.58901, -26.771, -0.787399, 10, -0.0400263
124.6, 504.435, -10.0879, -26.9716, -0.787043, 10, -0.0328919
124.65, 504.303, -10.57, -27.1721, -0.786729, 10, -0.0266199
124.7, 504.077, -11.0161, -27.3726, -0.786464, 10, -0.0213093
124.75, 503.767, -11.4083, -27.5729, -0.786258, 10, -0.0171902
124.8, 503.385, -11.731, -27.7732, -0.786133, 10, -0.0147011
124.85, 502.946, -11.9712, -27.9735, -0.78613, 10, -0.0146407
124.9, 502.469, -12.1193, -28.1739, -0.786322, 10, -0.01847
124.95, 501.971, -12.1695, -28.3745, -0.786846, 10, -0.0289518
125, 501.474, -12.1195, -28.5755, -0.787977, 10, -0.0515854
125.05, 500.996, -11.9712, -28.7775, -0.790301, 10, -0.0980502
125.1, 500.558, -11.7301, -28.9814, -0.79514, 10, -0.194835
125.15, 500.178, -11.4053, -29.1896, -0.805528, 10, -0.402591
125.2, 499.873, -11.0089, -29.3999, -0.810398, 10, -0.5
125.25, 499.658, -10.5577, -29.6101, -0.810398, 10, -0.5
125.3, 499.541, -10.0714, -29.8204, -0.810398, 10, -0.5
125.35, 499.529, -9.57158, -30.0306, -0.810398, 10, -0.5
125.4, 499.621, -9.08016, -30.2409, -0.810398, 10, -0.5
125.45, 499.814, -8.61881, -30.4512, -0.810398, 10, -0.5
125.5, 500.099, -8.20786, -30.6589, -0.804393, 10, -0.379889
125.55, 500.462, -7.86448, -30.8651, -0.800639, 10, -0.30482
125.6, 500.888, -7.60279, -31.0702, -0.797922, 10, -0.250482
125.65, 501.359, -7.43333, -31.2744, -0.795901, 10, -0.210047
125.7, 501.854, -7.36282, -31.478, -0.794339, 10, -0.178814
125.75, 502.353, -7.39385, -31.6811, -0.793097, 10, -0.153974
125.8, 502.835, -7.5249, -31.8838, -0.792085, 10, -0.133732
125.85, 503.282, -7.75041, -32.0862, -0.791243, 10, -0.116905
125.9, 503.673, -8.061, -32.2882, -0.790533, 10, -0.102698
125.95, 503.995, -8.44391, -32.4901, -0.789926, 10, -0.0905621
126, 504.233, -8.8835, -32.6917, -0.789405, 10, -0.0801268
126.05, 504.379, -9.3619, -32.8931, -0.788956, 10, -0.0711476
126.1, 504.425, -9.85971, -33.0944, -0.788572, 10, -0.0634848
126.15, 504.372, -10.3568, -33.2955, -0.788253, 10, -0.057095
126.2, 504.22, -10.8332, -33.4966, -0.788, 10, -0.0520378
126.25, 503.976, -11.2696, -33.6975, -0.787823, 10, -0.0485015
126.3, 503.649, -11.6485, -33.8985, -0.787741, 10, -0.0468565
126.35, 503.254, -11.9547, -34.0994, -0.787786, 10, -0.0477555
126.4, 502.806, -12.1758, -34.3005, -0.788014, 10, -0.0523215
126.45, 502.322, -12.3029, -34.5017, -0.788524, 10, -0.0625079
126.5, 501.823, -12.3308, -34.7034, -0.789489, 10, -0.0818182
126.55, 501.328, -12.2581, -34.9057, -0.791238, 10, -0.116805
126.6, 500.858, -12.0875, -35.1094, -0.794412, 10, -0.180282
126.65, 500.432, -11.8254, -35.3154, -0.800295, 10, -0.297945
126.7, 500.069, -11.4817, -35.5257, -0.810398, 10, -0.5
126.75, 499.786, -11.0697, -35.7359, -0.810398, 10, -0.5
126.8, 499.595, -10.6077, -35.9462, -0.810398, 10, -0.5
126.85, 499.504, -10.116, -36.1564, -0.810398, 10, -0.5
126.9, 499.518, -9.61622, -36.3667, -0.810398, 10, -0.5
126.95, 499.636, -9.13036, -36.577, -0.810398, 10, -0.5
127, 499.853, -8.67984, -36.7872, -0.810398, 10, -0.5
127.05, 500.159, -8.28451, -36.9963, -0.80767, 10, -0.445434
127.1, 500.541, -7.96134, -37.2035, -0.803007, 10, -0.352167
127.15, 500.981, -7.72356, -37.4094, -0.799938, 10, -0.290796
127.2, 501.46, -7.58073, -37.6144, -0.797625, 10, -0.244547
127.25, 501.958, -7.5384, -37.8186, -0.795852, 10, -0.209082
127.3, 502.454, -7.598, -38.0222, -0.794453, 10, -0.181103
127.35, 502.929, -7.75677, -38.2254, -0.793325, 10, -0.158545
127.4, 503.361, -8.00795, -38.4283, -0.7924, 10, -0.140037
127.45, 503.734, -8.34107, -38.6308, -0.791631, 10, -0.124653
127.5, 504.032, -8.74237, -38.833, -0.790986, 10, -0.111766
127.55, 504.244, -9.19541, -39.035, -0.790446, 10, -0.100953
127.6, 504.36, -9.68168, -39.2369, -0.789995, 10, -0.091945
127.65, 504.376, -10.1814, -39.4386, -0.789628, 10, -0.0846012
127.7, 504.292, -10.6743, -39.6402, -0.789343, 10, -0.0788989
127.75, 504.112, -11.1404, -39.8417, -0.789145, 10, -0.0749443
127.8, 503.841, -11.5609, -40.0431, -0.789048, 10, -0.0730034
127.85, 503.492, -11.9187, -40.2446, -0.789077, 10, -0.0735669
127.9, 503.078, -12.1994, -40.4462, -0.789272, 10, -0.0774673
127.95, 502.616, -12.3916, -40.6479, -0.789703, 10, -0.0860931
128, 502.126, -12.4874, -40.85, -0.790487, 10, -0.101786
128.05, 501.626, -12.4828, -41.0525, -0.791828, 10, -0.128596
128.1, 501.137, -12.3777, -41.256, -0.794086, 10, -0.173748
128.15, 500.679, -12.1759, -41.4611, -0.797921, 10, -0.250452
128.2, 500.273, -11.8852, -41.6689, -0.804521, 10, -0.382462
128.25, 499.934, -11.5169, -41.8792, -0.810398, 10, -0.5
128.3, 499.681, -11.086, -42.0894, -0.810398, 10, -0.5
128.35, 499.522, -10.6117, -42.2997, -0.810398, 10, -0.5
128.4, 499.467, -10.1149, -42.51, -0.810398, 10, -0.5
128.45, 499.516, -9.61729, -42.7202, -0.810398, 10, -0.5
128.5, 499.668, -9.14093, -42.9305, -0.810398, 10, -0.5
128.55, 499.916, -8.70676, -43.1407, -0.810398, 10, -0.5
128.6, 500.249, -8.33392, -43.3509, -0.810172, 10, -0.495472
128.65, 500.652, -8.03878, -43.5589, -0.804923, 10, -0.390505
128.7, 501.108, -7.83333, -43.7655, -0.801621, 10, -0.324459
128.75, 501.597, -7.72576, -43.971, -0.7991, 10, -0.274036
128.8, 502.097, -7.72012, -44.1758, -0.797168, 10, -0.235404
128.85, 502.587, -7.81626, -44.3799, -0.795649, 10, -0.205015
128.9, 503.048, -8.00988, -44.5836, -0.794431, 10, -0.180655
128.95, 503.46, -8.29272, -44.7868, -0.79344, 10, -0.160834
129, 503.807, -8.65297, -44.9897, -0.792625, 10, -0.144547
129.05, 504.074, -9.0757, -45.1924, -0.791954, 10, -0.131108
129.1, 504.251, -9.54352, -45.3948, -0.791401, 10, -0.120064
129.15, 504.33, -10.0373, -45.597, -0.790955, 10, -0.111133
129.2, 504.308, -10.5368, -45.7991, -0.790607, 10, -0.10418
129.25, 504.186, -11.0217, -46.0011, -0.790359, 10, -0.0992076
129.3, 503.969, -11.4724, -46.203, -0.790217, 10, -0.0963701
129.35, 503.667, -11.8704, -46.405, -0.790199, 10, -0.0960107
129.4, 503.29, -12.1997, -46.607, -0.790335, 10, -0.0987359
129.45, 502.856, -12.4468, -46.8091, -0.790676, 10, -0.105548
129.5, 502.38, -12.6017, -47.0115, -0.791302, 10, -0.118084
129.55, 501.883, -12.6578, -47.2143, -0.79235, 10, -0.139032
129.6, 501.385, -12.6126, -47.4177, -0.794044, 10, -0.172907
129.65, 500.907, -12.4678, -47.6223, -0.79677, 10, -0.22743
129.7, 500.468, -12.2288, -47.8288, -0.801189, 10, -0.315824
129.75, 500.087, -11.9048, -48.0382, -0.808364, 10, -0.459325
129.8, 499.782, -11.5088, -48.2484, -0.810398, 10, -0.5
129.85, 499.566, -11.0577, -48.4587, -0.810398, 10, -0.5
129.9, 499.449, -10.5716, -48.6689, -0.810398, 10, -0.5
129.95, 499.436, -10.0718, -48.8792, -0.810398, 10, -0.5
130, 499.528, -9.58024, -49.0895, -0.810398, 10, -0.5
130.05, 499.72, -9.1187, -49.2997, -0.810398, 10, -0.5
130.1, 500.005, -8.70745, -49.51, -0.810398, 10, -0.5
130.15, 500.369, -8.36462, -49.7202, -0.810398, 10, -0.5
130.2, 500.796, -8.10531, -49.9289, -0.806511, 10, -0.422247
130.25, 501.268, -7.94016, -50.136, -0.802926, 10, -0.350559
130.3, 501.764, -7.8756, -50.342, -0.800297, 10, -0.297967
130.35, 502.262, -7.91384, -50.5473, -0.798262, 10, -0.257275
130.4, 502.743, -8.05287, -50.7518, -0.796662, 10, -0.225282
130.45, 503.185, -8.28657, -50.9559, -0.795383, 10, -0.199698
130.5, 503.57, -8.60498, -51.1595, -0.794348, 10, -0.178994
130.55, 503.883, -8.99477, -51.3627, -0.793504, 10, -0.162123
130.6, 504.111, -9.43974, -51.5657, -0.792817, 10, -0.148378
130.65, 504.245, -9.92156, -51.7685, -0.792263, 10, -0.137289
130.7, 504.279, -10.4204, -51.9711, -0.791827, 10, -0.128579
130.75, 504.212, -10.9159, -52.1735, -0.791504, 10, -0.122127
130.8, 504.046, -11.3877, -52.3759, -0.791296, 10, -0.117967
130.85, 503.789, -11.8167, -52.5782, -0.791213, 10, -0.116307
130.9, 503.451, -12.1852, -52.7806, -0.791277, 10, -0.11757
130.95, 503.046, -12.4784, -52.9831, -0.791522, 10, -0.12248
131, 502.591, -12.6841, -53.1857, -0.792009, 10, -0.132208
131.05, 502.103, -12.7938, -53.3887, -0.79283, 10, -0.14863
131.1, 501.603, -12.803, -53.5923, -0.794136, 10, -0.174765
131.15, 501.111, -12.7109, -53.7966, -0.796175, 10, -0.215539
131.2, 500.649, -12.5211, -54.0023, -0.79935, 10, -0.27903
131.25, 500.235, -12.2407, -54.21, -0.804306, 10, -0.378166
131.3, 499.888, -11.881, -54.4202, -0.810398, 10, -0.5
131.35, 499.623, -11.4568, -54.6305, -0.810398, 10, -0.5
131.4, 499.453, -10.9866, -54.8408, -0.810398, 10, -0.5
131.45, 499.384, -10.4913, -55.051, -0.810398, 10, -0.5
131.5, 499.421, -9.99267, -55.2613, -0.810398, 10, -0.5
131.55, 499.561, -9.51261, -55.4715, -0.810398, 10, -0.5
131.6, 499.798, -9.07231, -55.6818, -0.810398, 10, -0.5
131.65, 500.121, -8.69116, -55.8921, -0.810398, 10, -0.5
131.7, 500.517, -8.38594, -56.1023, -0.810398, 10, -0.5
131.75, 500.968, -8.1701, -56.3114, -0.807629, 10, -0.44461
