t,x,y,psi,delta,v,delta_dot
0.05, 0.0125, 0, 0.000125026, 0.025, 0.25, 0.5
0.1, 0.0371875, 3.08658e-06, 0.000619188, 0.05, 0.49375, 0.5
0.15, 0.0737578, 2.57305e-05, 0.00171836, 0.075, 0.731406, 0.5
0.2, 0.121914, 0.00010848, 0.00365105, 0.1, 0.963121, 0.5
0.25, 0.181366, 0.000325542, 0.00663924, 0.125, 1.18904, 0.5
0.3, 0.25183, 0.000793378, 0.0108992, 0.15, 1.40932, 0.5
0.35, 0.333029, 0.00167842, 0.0166422, 0.175, 1.62408, 0.5
0.4, 0.424691, 0.00320401, 0.0240755, 0.2, 1.83348, 0.5
0.45, 0.526543, 0.00565664, 0.0334029, 0.225, 2.03764, 0.5
0.5, 0.638316, 0.00939156, 0.0448253, 0.25, 2.2367, 0.5
0.55, 0.759733, 0.0148378, 0.0585422, 0.275, 2.43079, 0.5
0.6, 0.89051, 0.0225025, 0.0747515, 0.3, 2.62002, 0.5
0.65, 1.03034, 0.0329748, 0.093651, 0.325, 2.80452, 0.5
0.7, 1.17891, 0.046929, 0.115439, 0.35, 2.9844, 0.5
0.75, 1.33585, 0.0651267, 0.140268, 0.374362, 3.15979, 0.487246
0.8, 1.50075, 0.0884104, 0.167909, 0.393315, 3.3308, 0.379061
0.85, 1.67317, 0.117636, 0.198115, 0.407624, 3.49753, 0.28618
0.9, 1.85259, 0.153655, 0.230625, 0.41795, 3.66009, 0.206509
0.95, 2.03847, 0.197299, 0.265176, 0.424861, 3.81859, 0.138227
1, 2.23018, 0.249363, 0.301509, 0.428849, 3.97312, 0.0797557
1.05, 2.42707, 0.310593, 0.339368, 0.430335, 4.1238, 0.0297282
1.1, 2.62843, 0.381677, 0.378508, 0.429684, 4.2707, -0.0130337
1.15, 2.8335, 0.463232, 0.418696, 0.427206, 4.41393, -0.0495444
1.2, 3.04151, 0.555799, 0.459713, 0.423173, 4.55358, -0.0806751
1.25, 3.25166, 0.659839, 0.501354, 0.417814, 4.68974, -0.107174
1.3, 3.46311, 0.775727, 0.543426, 0.41133, 4.8225, -0.12968
1.35, 3.67503, 0.903752, 0.585755, 0.403893, 4.95194, -0.148744
1.4, 3.88661, 1.04412, 0.628175, 0.395651, 5.07814, -0.164835
1.45, 4.09703, 1.19695, 0.670538, 0.386733, 5.20119, -0.178353
1.5, 4.30548, 1.36228, 0.712706, 0.377251, 5.32116, -0.189644
1.55, 4.5112, 1.54007, 0.754553, 0.367301, 5.43813, -0.199001
1.6, 4.71346, 1.73023, 0.795966, 0.356967, 5.55217, -0.206676
1.65, 4.91157, 1.93256, 0.836841, 0.346323, 5.66337, -0.212884
1.7, 5.10487, 2.14685, 0.877082, 0.335433, 5.77179, -0.217811
1.75, 5.29277, 2.3728, 0.916606, 0.324352, 5.87749, -0.221616
1.8, 5.47473, 2.61009, 0.955334, 0.31313, 5.98055, -0.224433
1.85, 5.65027, 2.85835, 0.993197, 0.301811, 6.08104, -0.226382
1.9, 5.81897, 3.11718, 1.03013, 0.290433, 6.17901, -0.227561
1.95, 5.98044, 3.38616, 1.06609, 0.27903, 6.27454, -0.22806
2, 6.1344, 3.66485, 1.10101, 0.267632, 6.36768, -0.227952
2.05, 6.28058, 3.95279, 1.13485, 0.256267, 6.45848, -0.227304
2.1, 6.41881, 4.24952, 1.16759, 0.244959, 6.54702, -0.226173
2.15, 6.54895, 4.55459, 1.19917, 0.233728, 6.63335, -0.224607
2.2, 6.67092, 4.86754, 1.22958, 0.222596, 6.71751, -0.222653
2.25, 6.78468, 5.18792, 1.25879, 0.211578, 6.79957, -0.220347
2.3, 6.89027, 5.51529, 1.28678, 0.200692, 6.87959, -0.217726
2.35, 6.98775, 5.84924, 1.31354, 0.189951, 6.9576, -0.214819
2.4, 7.07723, 6.18934, 1.33904, 0.179368, 7.03366, -0.211656
2.45, 7.15886, 6.53523, 1.36329, 0.168955, 7.10781, -0.208263
2.5, 7.23282, 6.88654, 1.38628, 0.158722, 7.18012, -0.204663
2.55, 7.29934, 7.24292, 1.408, 0.148678, 7.25062, -0.200879
2.6, 7.35865, 7.60404, 1.42845, 0.138831, 7.31935, -0.196933
2.65, 7.41105, 7.96963, 1.44765, 0.129189, 7.38637, -0.192846
2.7, 7.45681, 8.33939, 1.46558, 0.119757, 7.45171, -0.188636
2.75, 7.49628, 8.71308, 1.48226, 0.110541, 7.51541, -0.184325
2.8, 7.52978, 9.09048, 1.4977, 0.101544, 7.57753, -0.17993
2.85, 7.55767, 9.47136, 1.51192, 0.0927708, 7.63809, -0.175473
2.9, 7.58031, 9.85555, 1.52491, 0.0842222, 7.69714, -0.170971
2.95, 7.5981, 10.2429, 1.53671, 0.0758999, 7.75471, -0.166446
3, 7.61141, 10.6332, 1.54732, 0.0678041, 7.81084, -0.161917
3.05, 7.62064, 11.0264, 1.55676, 0.0599338, 7.86557, -0.157405
3.1, 7.6262, 11.4223, 1.56504, 0.0522872, 7.91893, -0.152933
3.15, 7.62849, 11.8208, 1.5722, 0.044861, 7.97096, -0.148523
3.2, 7.62793, 12.2219, 1.57824, 0.037651, 8.02169, -0.1442
3.25, 7.62492, 12.6254, 1.58319, 0.0306515, 8.07114, -0.139991
3.3, 7.61989, 13.0314, 1.58707, 0.0238553, 8.11936, -0.135923
3.35, 7.61325, 13.4396, 1.58989, 0.0172539, 8.16638, -0.132028
3.4, 7.60541, 13.8502, 1.59167, 0.010837, 8.21222, -0.128339
3.45, 7.59679, 14.2629, 1.59242, 0.00459223, 8.25692, -0.124895
3.5, 7.58782, 14.6779, 1.59218, -0.00149449, 8.30049, -0.121734
3.55, 7.5789, 15.0949, 1.59094, -0.00743958, 8.34298, -0.118902
3.6, 7.57046, 15.5141, 1.58871, -0.0132616, 8.38441, -0.116441
3.65, 7.56291, 15.9352, 1.58551, -0.0189814, 8.4248, -0.114396
3.7, 7.55668, 16.3584, 1.58134, -0.0246216, 8.46418, -0.112803
3.75, 7.5522, 16.7835, 1.57621, -0.0302058, 8.50257, -0.111685
3.8, 7.54989, 17.2105, 1.5701, -0.0357578, 8.54001, -0.11104
3.85, 7.55019, 17.6393, 1.56301, -0.0412997, 8.57651, -0.110836
3.9, 7.55354, 18.0699, 1.55493, -0.0468499, 8.61209, -0.111005
3.95, 7.5604, 18.5022, 1.54586, -0.0524218, 8.64679, -0.111439
4, 7.57122, 18.9361, 1.53577, -0.0580218, 8.68062, -0.111999
4.05, 7.58648, 19.3715, 1.52467, -0.0636479, 8.71361, -0.112522
4.1, 7.60665, 19.8083, 1.51253, -0.0692894, 8.74577, -0.11283
4.15, 7.6322, 20.2464, 1.49935, -0.074926, 8.77712, -0.112733
4.2, 7.66364, 20.6857, 1.48513, -0.080528, 8.80769, -0.11204
4.25, 7.70145, 21.1259, 1.46989, -0.0860564, 8.8375, -0.110568
4.3, 7.74611, 21.567, 1.45362, -0.0914639, 8.86656, -0.10815
4.35, 7.7981, 22.0087, 1.43637, -0.0966968, 8.8949, -0.104656
4.4, 7.85789, 22.4508, 1.41815, -0.101697, 8.92253, -0.100005
4.45, 7.92593, 22.8931, 1.39904, -0.106406, 8.94946, -0.0941827
4.5, 8.00264, 23.3353, 1.37907, -0.110768, 8.97573, -0.0872468
4.55, 8.0884, 23.7771, 1.35832, -0.114735, 9.00133, -0.0793254
4.6, 8.18357, 24.2183, 1.33687, -0.118265, 9.0263, -0.0705997
4.65, 8.28846, 24.6585, 1.3148, -0.121329, 9.05064, -0.0612809
4.7, 8.40335, 25.0974, 1.2922, -0.123908, 9.07438, -0.0515849
4.75, 8.52844, 25.5347, 1.26915, -0.125994, 9.09752, -0.041713
4.8, 8.66392, 25.9702, 1.24575, -0.127586, 9.12008, -0.0318394
4.85, 8.80989, 26.4033, 1.22209, -0.128691, 9.14208, -0.0221058
4.9, 8.96644, 26.8339, 1.19826, -0.129322, 9.16353, -0.0126219
4.95, 9.13359, 27.2616, 1.17434, -0.129495, 9.18444, -0.00346813
5, 9.31131, 27.6862, 1.15041, -0.129231, 9.20483, 0.00529882
5.05, 9.49955, 28.1073, 1.12657, -0.128548, 9.22471, 0.0136419
5.1, 9.69818, 28.5246, 1.10287, -0.127471, 9.24409, 0.0215392
5.15, 9.90708, 28.938, 1.0794, -0.126022, 9.26299, 0.0289794
5.2, 10.1261, 29.3471, 1.05622, -0.124224, 9.28141, 0.0359599
5.25, 10.3549, 29.7519, 1.0334, -0.1221, 9.29938, 0.0424831
5.3, 10.5934, 30.1521, 1.01099, -0.119673, 9.31689, 0.0485555
5.35, 10.8412, 30.5475, 0.989057, -0.116963, 9.33397, 0.0541858
5.4, 11.0981, 30.9382, 0.967646, -0.113994, 9.35062, 0.0593839
5.45, 11.3638, 31.3239, 0.946806, -0.110786, 9.36686, 0.0641603
5.5, 11.6379, 31.7046, 0.926582, -0.10736, 9.38268, 0.0685253
5.55, 11.9201, 32.0803, 0.907013, -0.103735, 9.39812, 0.0724891
5.6, 12.21, 32.451, 0.888137, -0.0999323, 9.41316, 0.0760612
5.65, 12.5074, 32.8168, 0.869985, -0.0959698, 9.42783, 0.0792502
5.7, 12.8119, 33.1776, 0.852588, -0.0918666, 9.44214, 0.0820642
5.75, 13.123, 33.5336, 0.835971, -0.087641, 9.45609, 0.0845105
5.8, 13.4404, 33.8849, 0.820155, -0.0833113, 9.46968, 0.0865956
5.85, 13.7638, 34.2317, 0.805161, -0.078895, 9.48294, 0.0883254
5.9, 14.0929, 34.574, 0.791003, -0.0744097, 9.49587, 0.0897056
5.95, 14.4272, 34.912, 0.777694, -0.0698727, 9.50847, 0.090741
6, 14.7664, 35.246, 0.765242, -0.0653008, 9.52076, 0.0914364
6.05, 15.1101, 35.5762, 0.753653, -0.060711, 9.53274, 0.0917962
6.1, 15.4581, 35.9028, 0.742929, -0.0561198, 9.54442, 0.0918246
6.15, 15.81, 36.226, 0.733069, -0.0515435, 9.55581, 0.0915256
6.2, 16.1655, 36.546, 0.72407, -0.0469984, 9.56692, 0.0909029
6.25, 16.5242, 36.8633, 0.715924, -0.0425004, 9.57774, 0.0899602
6.3, 16.8859, 37.1779, 0.708621, -0.0380654, 9.5883, 0.0887002
6.35, 17.2503, 37.4903, 0.702147, -0.0337091, 9.59859, 0.0871256
6.4, 17.6171, 37.8005, 0.696487, -0.0294472, 9.60863, 0.0852373
6.45, 17.986, 38.1091, 0.69162, -0.0252954, 9.61841, 0.0830357
6.5, 18.3568, 38.4161, 0.687523, -0.0212695, 9.62795, 0.0805177
6.55, 18.7292, 38.7219, 0.684172, -0.0173856, 9.63725, 0.0776787
6.6, 19.1029, 39.0267, 0.681536, -0.0136602, 9.64632, 0.0745083
6.65, 19.4779, 39.3309, 0.679584, -0.0101107, 9.65516, 0.0709907
6.7, 19.8537, 39.6345, 0.678278, -0.00675557, 9.66378, 0.0671018
6.75, 20.2303, 39.938, 0.677579, -0.00361537, 9.67219, 0.0628039
6.8, 20.6074, 40.2414, 0.677441, -0.00071319, 9.68038, 0.0580436
6.85, 20.9848, 40.5451, 0.677814, 0.00192399, 9.68837, 0.0527437
6.9, 21.3625, 40.8491, 0.678641, 0.00426369, 9.69617, 0.0467939
6.95, 21.7401, 41.1536, 0.679857, 0.00626604, 9.70376, 0.040047
7, 22.1177, 41.4589, 0.681388, 0.00788226, 9.71117, 0.0323245
7.05, 22.4951, 41.765, 0.683148, 0.0090552, 9.71839, 0.0234588
7.1, 22.8723, 42.0719, 0.685039, 0.00972489, 9.72543, 0.0133937
7.15, 23.2491, 42.3798, 0.686954, 0.00983918, 9.73229, 0.00228599
7.2, 23.6256, 42.6886, 0.688778, 0.00936242, 9.73899, -0.00953525
7.25, 24.0018, 42.9983, 0.690391, 0.00827506, 9.74551, -0.0217472
7.3, 24.3777, 43.3089, 0.691672, 0.00656739, 9.75187, -0.0341535
7.35, 24.7535, 43.62, 0.692498, 0.00423323, 9.75808, -0.0466832
7.4, 25.1293, 43.9317, 0.692745, 0.00126628, 9.76412, -0.0593389
7.45, 25.5052, 44.2437, 0.692288, -0.00234135, 9.77002, -0.0721528
7.5, 25.8814, 44.5557, 0.690998, -0.00659951, 9.77577, -0.0851631
7.55, 26.2583, 44.8674, 0.688744, -0.0115195, 9.78138, -0.0984002
7.6, 26.6361, 45.1784, 0.685394, -0.017113, 9.78684, -0.11187
7.65, 27.0152, 45.4883, 0.680812, -0.0233907, 9.79217, -0.125553
7.7, 27.3958, 45.7967, 0.674861, -0.0303603, 9.79737, -0.139392
7.75, 27.7785, 46.1029, 0.667403, -0.0380248, 9.80243, -0.15329
7.8, 28.1636, 46.4064, 0.658299, -0.0463798, 9.80737, -0.1671
7.85, 28.5517, 46.7065, 0.647414, -0.0554111, 9.81219, -0.180627
7.9, 28.9433, 47.0026, 0.634616, -0.0650923, 9.81688, -0.193623
7.95, 29.3387, 47.2937, 0.619781, -0.0753821, 9.82146, -0.205796
8, 29.7386, 47.5791, 0.602794, -0.0862229, 9.82592, -0.216817
8.05, 30.1435, 47.8578, 0.583556, -0.0975396, 9.83028, -0.226333
8.1, 30.5539, 48.1287, 0.561984, -0.109239, 9.83452, -0.233995
8.15, 30.9701, 48.3908, 0.538015, -0.121213, 9.83866, -0.239473
8.2, 31.3928, 48.643, 0.51161, -0.133338, 9.84269, -0.242492
8.25, 31.822, 48.8841, 0.482757, -0.14548, 9.84662, -0.24285
8.3, 32.2583, 49.1127, 0.451468, -0.157502, 9.85046, -0.240437
8.35, 32.7016, 49.3277, 0.417787, -0.169265, 9.8542, -0.235252
8.4, 33.1521, 49.5276, 0.381781, -0.180634, 9.85784, -0.227394
8.45, 33.6097, 49.7114, 0.343546, -0.191487, 9.86139, -0.217062
8.5, 34.0741, 49.8775, 0.303199, -0.201714, 9.86486, -0.204533
8.55, 34.545, 50.0248, 0.260881, -0.211221, 9.86824, -0.190139
8.6, 35.0219, 50.1521, 0.216745, -0.219933, 9.87153, -0.174246
8.65, 35.5041, 50.2583, 0.170962, -0.227795, 9.87474, -0.15723
8.7, 35.9908, 50.3423, 0.123711, -0.234768, 9.87788, -0.139455
8.75, 36.481, 50.4033, 0.0751763, -0.24083, 9.88093, -0.121256
8.8, 36.9738, 50.4404, 0.025547, -0.245977, 9.88391, -0.102934
8.85, 37.468, 50.453, -0.0249884, -0.250214, 9.88681, -0.0847428
8.9, 37.9623, 50.4407, -0.0762437, -0.253559, 9.88964, -0.0668939
8.95, 38.4555, 50.403, -0.128037, -0.256037, 9.8924, -0.0495534
9, 38.9462, 50.3398, -0.180191, -0.257679, 9.89509, -0.032847
9.05, 39.4331, 50.2511, -0.232538, -0.258522, 9.89771, -0.0168645
9.1, 39.9148, 50.1371, -0.284916, -0.258605, 9.90027, -0.00166565
9.15, 40.39, 49.9979, -0.337173, -0.25797, 9.90276, 0.0127152
9.2, 40.8573, 49.834, -0.389164, -0.256656, 9.90519, 0.0262638
9.25, 41.3157, 49.6461, -0.440755, -0.254707, 9.90756, 0.0389811
9.3, 41.7638, 49.4347, -0.49182, -0.252163, 9.90987, 0.0508794
9.35, 42.2007, 49.2007, -0.542243, -0.249064, 9.91213, 0.0619792
9.4, 42.6253, 48.9448, -0.591913, -0.245449, 9.91432, 0.0723064
9.45, 43.0368, 48.6682, -0.640733, -0.241355, 9.91646, 0.0818898
9.5, 43.4343, 48.3717, -0.688609, -0.236817, 9.91855, 0.0907596
9.55, 43.8173, 48.0565, -0.735457, -0.231869, 9.92059, 0.0989462
9.6, 44.1852, 47.7237, -0.7812, -0.226545, 9.92257, 0.106479
9.65, 44.5376, 47.3743, -0.825769, -0.220876, 9.92451, 0.113386
9.7, 44.8741, 47.0094, -0.8691, -0.214891, 9.9264, 0.119693
9.75, 45.1945, 46.6303, -0.911136, -0.20862, 9.92824, 0.125425
9.8, 45.4988, 46.238, -0.951827, -0.20209, 9.93003, 0.130601
9.85, 45.7869, 45.8335, -0.991127, -0.195328, 9.93178, 0.135242
9.9, 46.059, 45.418, -1.029, -0.18836, 9.93349, 0.139365
9.95, 46.3151, 44.9923, -1.0654, -0.181211, 9.93515, 0.142984
10, 46.5557, 44.5576, -1.10032, -0.173905, 9.93677, 0.146114
10.05, 46.7809, 44.1147, -1.13371, -0.166467, 9.93835, 0.148766
10.1, 46.9913, 43.6644, -1.16558, -0.158919, 9.93989, 0.15095
10.15, 47.1873, 43.2076, -1.19589, -0.151285, 9.94139, 0.152677
10.2, 47.3693, 42.745, -1.22464, -0.143587, 9.94286, 0.153955
10.25, 47.538, 42.2773, -1.25182, -0.135848, 9.94429, 0.154795
10.3, 47.694, 41.8051, -1.27744, -0.128087, 9.94568, 0.155205
10.35, 47.8378, 41.329, -1.3015, -0.120328, 9.94704, 0.155195
10.4, 47.9701, 40.8495, -1.32399, -0.112589, 9.94836, 0.154774
10.45, 48.0917, 40.3671, -1.34494, -0.104891, 9.94965, 0.153954
10.5, 48.2031, 39.8822, -1.36436, -0.0972541, 9.95091, 0.152746
10.55, 48.3051, 39.3951, -1.38226, -0.0896959, 9.95214, 0.151163
10.6, 48.3983, 38.9063, -1.39867, -0.0822349, 9.95334, 0.14922
10.65, 48.4836, 38.4159, -1.41361, -0.0748883, 9.9545, 0.146932
10.7, 48.5615, 37.9243, -1.4271, -0.0676725, 9.95564, 0.144315
10.75, 48.6328, 37.4315, -1.43918, -0.0606031, 9.95675, 0.141388
10.8, 48.6981, 36.938, -1.44989, -0.0536947, 9.95783, 0.138169
10.85, 48.7582, 36.4437, -1.45925, -0.0469607, 9.95888, 0.134679
10.9, 48.8136, 35.9488, -1.4673, -0.0404138, 9.95991, 0.130939
10.95, 48.8651, 35.4534, -1.47409, -0.0340653, 9.96091, 0.126971
11, 48.9132, 34.9576, -1.47966, -0.0279254, 9.96189, 0.122798
11.05, 48.9585, 34.4615, -1.48404, -0.0220032, 9.96284, 0.118443
11.1, 49.0017, 33.9652, -1.48729, -0.0163067, 9.96377, 0.113931
11.15, 49.0432, 33.4687, -1.48945, -0.0108425, 9.96468, 0.109284
11.2, 49.0837, 32.9721, -1.49057, -0.00561613, 9.96556, 0.104527
11.25, 49.1237, 32.4754, -1.4907, -0.00063196, 9.96642, 0.0996835
11.3, 49.1635, 31.9786, -1.48988, 0.00410688, 9.96726, 0.0947768
11.35, 49.2038, 31.4818, -1.48817, 0.00859837, 9.96808, 0.0898299
11.4, 49.245, 30.9851, -1.48561, 0.0128416, 9.96888, 0.084865
11.45, 49.2874, 30.4884, -1.48225, 0.0168368, 9.96966, 0.0799037
11.5, 49.3315, 29.9918, -1.47814, 0.0205851, 9.97042, 0.0749667
11.55, 49.3776, 29.4954, -1.47334, 0.0240888, 9.97116, 0.0700741
11.6, 49.4261, 28.9992, -1.46788, 0.0273511, 9.97188, 0.0652444
11.65, 49.4773, 28.5032, -1.46182, 0.0303759, 9.97258, 0.060496
11.7, 49.5316, 28.0075, -1.4552, 0.0331682, 9.97327, 0.0558457
11.75, 49.5891, 27.5121, -1.44807, 0.0357336, 9.97393, 0.0513092
11.8, 49.6501, 27.0172, -1.44047, 0.0380787, 9.97459, 0.0469018
11.85, 49.715, 26.5226, -1.43245, 0.0402106, 9.97522, 0.0426372
11.9, 49.7837, 26.0286, -1.42403, 0.042137, 9.97584, 0.0385285
11.95, 49.8567, 25.5351, -1.41527, 0.0438664, 9.97644, 0.0345879
12, 49.934, 25.0423, -1.40621, 0.0454077, 9.97703, 0.0308263
12.05, 50.0157, 24.5502, -1.39687, 0.0467704, 9.97761, 0.0272544
12.1, 50.102, 24.0588, -1.38729, 0.0479645, 9.97817, 0.0238818
12.15, 50.1931, 23.5682, -1.3775, 0.0490004, 9.97871, 0.0207172
12.2, 50.2889, 23.0786, -1.36754, 0.0498888, 9.97924, 0.017769
12.25, 50.3897, 22.5898, -1.35742, 0.0506411, 9.97976, 0.0150447
12.3, 50.4953, 22.1021, -1.34718, 0.0512686, 9.98027, 0.0125513
12.35, 50.606, 21.6155, -1.33683, 0.0517834, 9.98076, 0.0102951
12.4, 50.7217, 21.1301, -1.3264, 0.0521975, 9.98124, 0.00828186
12.45, 50.8425, 20.6458, -1.31591, 0.0525233, 9.98171, 0.00651644
12.5, 50.9683, 20.1628, -1.30536, 0.0527734, 9.98217, 0.00500305
12.55, 51.0992, 19.6812, -1.29478, 0.0529607, 9.98262, 0.00374477
12.6, 51.2353, 19.2009, -1.28417, 0.0530978, 9.98305, 0.00274337
12.65, 51.3764, 18.7221, -1.27353, 0.0531978, 9.98347, 0.00199906
12.7, 51.5226, 18.2448, -1.26289, 0.0532733, 9.98389, 0.00150963
12.75, 51.6739, 17.7691, -1.25223, 0.0533368, 9.98429, 0.00127025
12.8, 51.8303, 17.295, -1.24155, 0.0534004, 9.98468, 0.00127225
12.85, 51.9917, 16.8225, -1.23086, 0.0534755, 9.98507, 0.0015022
12.9, 52.1582, 16.3518, -1.22015, 0.0535726, 9.98544, 0.00194147
12.95, 52.3297, 15.8829, -1.20942, 0.0537008, 9.9858, 0.0025639
13, 52.5062, 15.4159, -1.19865, 0.0538676, 9.98616, 0.00333609
13.05, 52.6878, 14.9507, -1.18784, 0.0540784, 9.9865, 0.0042163
13.1, 52.8744, 14.4875, -1.17697, 0.0543361, 9.98684, 0.00515354
13.15, 53.066, 14.0264, -1.16605, 0.0546405, 9.98717, 0.00608915
13.2, 53.2626, 13.5674, -1.15505, 0.0549884, 9.98749, 0.00695779
13.25, 53.4643, 13.1105, -1.14398, 0.0553729, 9.9878, 0.00768919
13.3, 53.671, 12.6559, -1.13283, 0.0557835, 9.98811, 0.00821188
13.35, 53.8829, 12.2036, -1.12159, 0.0562063, 9.98841, 0.00845694
13.4, 54.0997, 11.7538, -1.11026, 0.0566244, 9.9887, 0.00836169
13.45, 54.3217, 11.3063, -1.09886, 0.0570181, 9.98898, 0.00787399
13.5, 54.5488, 10.8615, -1.08739, 0.0573659, 9.98925, 0.00695565
13.55, 54.7809, 10.4192, -1.07586, 0.0576451, 9.98952, 0.00558437
13.6, 55.0182, 9.97968, -1.06429, 0.0578329, 9.98978, 0.00375488
13.65, 55.2605, 9.5429, -1.05271, 0.0579068, 9.99004, 0.00147919
13.7, 55.5079, 9.10894, -1.04113, 0.057846, 9.99029, -0.00121586
13.75, 55.7602, 8.67786, -1.02961, 0.0576315, 9.99053, -0.00429117
13.8, 56.0176, 8.2497, -1.01816, 0.0572466, 9.99077, -0.0076974
13.85, 56.2798, 7.82452, -1.00682, 0.0566776, 9.991, -0.0113794
13.9, 56.5469, 7.40232, -0.995633, 0.0559137, 9.99122, -0.0152787
13.95, 56.8186, 6.98313, -0.984642, 0.0549469, 9.99144, -0.0193359
14, 57.095, 6.56694, -0.973886, 0.0537722, 9.99166, -0.0234929
14.05, 57.3758, 6.15373, -0.963408, 0.0523875, 9.99187, -0.0276944
14.1, 57.6609, 5.74349, -0.953248, 0.0507931, 9.99207, -0.0318886
14.15, 57.9502, 5.33615, -0.94345, 0.0489917, 9.99227, -0.0360279
14.2, 58.2435, 4.93167, -0.934052, 0.0469882, 9.99246, -0.0400693
14.25, 58.5406, 4.52994, -0.925095, 0.0447895, 9.99265, -0.0439741
14.3, 58.8412, 4.13089, -0.916615, 0.0424041, 9.99283, -0.0477081
14.35, 59.1453, 3.73439, -0.908648, 0.0398421, 9.99301, -0.0512409
14.4, 59.4525, 3.34033, -0.901227, 0.0371148, 9.99319, -0.0545466
14.45, 59.7626, 2.94854, -0.894382, 0.0342346, 9.99336, -0.0576025
14.5, 60.0754, 2.55888, -0.888141, 0.0312152, 9.99352, -0.0603894
14.55, 60.3906, 2.17118, -0.882529, 0.0280706, 9.99369, -0.0628915
14.6, 60.708, 1.78524, -0.877568, 0.0248158, 9.99384, -0.0650958
14.65, 61.0273, 1.40088, -0.873276, 0.0214662, 9.994, -0.0669926
14.7, 61.3483, 1.01789, -0.869671, 0.0180374, 9.99415, -0.0685744
14.75, 61.6707, 0.636045, -0.866763, 0.0145456, 9.99429, -0.0698367
14.8, 61.9941, 0.255138, -0.864563, 0.0110067, 9.99444, -0.0707774
14.85, 62.3184, -0.125061, -0.863076, 0.00743692, 9.99458, -0.0713965
14.9, 62.6433, -0.504783, -0.862306, 0.00385208, 9.99471, -0.0716969
14.95, 62.9685, -0.88426, -0.862252, 0.000267936, 9.99484, -0.0716829
15, 63.2937, -1.26372, -0.862912, -0.00330013, 9.99497, -0.0713613
15.05, 63.6186, -1.64341, -0.864279, -0.00683717, 9.9951, -0.0707409
15.1, 63.9431, -2.02354, -0.866344, -0.0103288, 9.99522, -0.0698317
15.15, 64.2667, -2.40435, -0.869095, -0.0137611, 9.99534, -0.0686459
15.2, 64.5894, -2.78604, -0.872518, -0.0171209, 9.99546, -0.0671968
15.25, 64.9107, -3.16885, -0.876596, -0.0203958, 9.99557, -0.0654991
15.3, 65.2304, -3.55297, -0.881309, -0.0235743, 9.99568, -0.0635685
15.35, 65.5483, -3.93859, -0.886638, -0.0266454, 9.99579, -0.0614217
15.4, 65.8642, -4.32591, -0.892557, -0.0295992, 9.99589, -0.059076
15.45, 66.1778, -4.71509, -0.899042, -0.0324266, 9.996, -0.0565495
15.5, 66.4889, -5.1063, -0.906066, -0.0351197, 9.9961, -0.0538605
15.55, 66.7972, -5.49969, -0.913601, -0.037671, 9.99619, -0.0510272
15.6, 67.1025, -5.8954, -0.921617, -0.0400744, 9.99629, -0.0480684
15.65, 67.4047, -6.29355, -0.930084, -0.0423246, 9.99638, -0.0450024
15.7, 67.7035, -6.69424, -0.93897, -0.0444169, 9.99647, -0.0418473
15.75, 67.9987, -7.09758, -0.948243, -0.046348, 9.99656, -0.0386209
15.8, 68.2901, -7.50364, -0.95787, -0.048115, 9.99665, -0.0353403
15.85, 68.5777, -7.91249, -0.967818, -0.0497161, 9.99673, -0.0320223
15.9, 68.8611, -8.32418, -0.978054, -0.0511502, 9.99681, -0.0286828
15.95, 69.1403, -8.73876, -0.988544, -0.0524171, 9.99689, -0.0253369
16, 69.4152, -9.15625, -0.999254, -0.0535171, 9.99697, -0.0219993
16.05, 69.6856, -9.57665, -1.01015, -0.0544512, 9.99705, -0.0186833
16.1, 69.9514, -9.99999, -1.0212, -0.0552213, 9.99712, -0.0154017
16.15, 70.2125, -10.4262, -1.03238, -0.0558296, 9.99719, -0.0121665
16.2, 70.4688, -10.8554, -1.04364, -0.0562791, 9.99726, -0.00898849
16.25, 70.7203, -11.2874, -1.05497, -0.0565729, 9.99733, -0.00587781
16.3, 70.9668, -11.7222, -1.06632, -0.0567151, 9.9974, -0.00284368
16.35, 71.2085, -12.1598, -1.07767, -0.0567098, 9.99746, 0.000105546
16.4, 71.4451, -12.6001, -1.08899, -0.0565617, 9.99753, 0.00296239
16.45, 71.6767, -13.0431, -1.10026, -0.0562757, 9.99759, 0.00572014
16.5, 71.9034, -13.4887, -1.11144, -0.0558571, 9.99765, 0.00837286
16.55, 72.125, -13.9367, -1.12251, -0.0553113, 9.99771, 0.0109154
16.6, 72.3417, -14.3872, -1.13345, -0.0546441, 9.99776, 0.0133434
16.65, 72.5534, -14.8401, -1.14423, -0.0538615, 9.99782, 0.0156531
16.7, 72.7602, -15.2952, -1.15483, -0.0529694, 9.99787, 0.0178414
16.75, 72.9622, -15.7524, -1.16523, -0.0519741, 9.99793, 0.0199059
16.8, 73.1594, -16.2118, -1.17541, -0.0508819, 9.99798, 0.0218448
16.85, 73.352, -16.6731, -1.18536, -0.049699, 9.99803, 0.0236569
16.9, 73.5399, -17.1363, -1.19505, -0.048432, 9.99808, 0.0253414
16.95, 73.7234, -17.6014, -1.20447, -0.0470871, 9.99813, 0.0268982
17, 73.9024, -18.0681, -1.21361, -0.0456707, 9.99817, 0.0283277
17.05, 74.0772, -18.5365, -1.22245, -0.0441891, 9.99822, 0.0296307
